V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,Q13,P14,Q14,LoadMargin
1.045,1.07,1.038,-4.2835,-15.849,-17.175,223.2,33.276,-4.0578,11.154,1.6413,-0.79598,0.99993,23.777,22.285,11.01,4.6125,2.5933,2.0253,6.7476,1.9481,18.514,7.5366,14.426,3.8309,120.57
1.045,1.07,1.049,-4.595,-16.353,-18.143,239.2,49.257,-2.723,12.904,2.2439,-1.5152,-0.6374,23.195,13.329,14.028,3.2754,4.2955,1.8439,6.1615,1.0424,10.386,6.4822,16.639,4.7351,118.17
1.045,1.07,1.0316,-5.42,-19.686,-23.063,281.23,60.441,-4.5672,8.5997,1.6862,1.0813,1.6789,47.047,16.676,9.9337,2.5453,4.4663,1.7952,4.774,1.3666,8.7077,5.3589,25.658,6.2471,157.27
1.045,1.07,1.0419,-4.5399,-16.739,-18.687,236.17,42.466,-4.3921,5.7437,1.4742,-0.10488,-0.068483,30.677,12.326,13.578,7.8936,3.6196,2.6143,7.4039,1.3194,15.228,6.9974,13.596,6.5631,162.68
1.045,1.07,1.0443,-4.5223,-16.609,-18.741,235.2,43.528,-4.0968,4.4098,1.3574,-2.7686,-1.23,31.977,14.314,6.8834,6.1172,4.306,1.9402,4.6881,1.594,14.362,2.6868,23.643,5.2673,209.48
1.045,1.07,1.0494,-4.4111,-15.433,-17.006,229.39,55.355,-4.3557,6.9259,1.7545,-0.92115,-0.91201,22.844,12.765,6.2231,7.2866,4.1222,1.7467,9.3069,1.459,4.3267,6.144,18.621,4.2428,137.88
1.045,1.07,1.0276,-5.1021,-18.721,-21.598,265.04,48.046,-0.78166,11.853,1.0084,-0.50939,0.97596,47.563,20.477,9.1152,7.0658,2.1664,1.5023,6.5855,1.2834,12.805,5.9582,19.496,4.248,134.37
1.045,1.07,1.0349,-4.935,-17.982,-20.694,256.35,50.601,-2.6933,7.31,1.3006,0.047613,-1.4666,46.072,16.792,12.753,5.621,3.8788,2.0528,6.8911,1.1704,13.111,5.3947,9.3733,7.7746,179.59
1.045,1.07,1.0561,-4.3571,-15.635,-17.062,227.15,41.678,-3.9656,12.412,1.1895,1.3361,-0.55471,21.841,9.4722,7.5899,5.9457,3.9937,2.0503,4.8308,1.35,20.433,2.1543,10.471,4.2263,96.457
1.045,1.07,1.0318,-5.436,-19.213,-22.113,281.75,75.784,-1.091,7.7112,0.72796,-0.98509,0.93092,43.435,18.563,11.833,5.3585,3.8011,1.69,4.7585,1.3329,11.944,3.038,13.464,5.4972,143.47
1.045,1.07,1.0538,-4.5211,-16.52,-18.294,235.47,42.332,-3.084,9.4134,1.6651,-0.090488,-0.47758,28.001,5.8181,7.355,7.072,3.073,1.3168,7.0963,0.99668,18.706,5.0146,15.622,5.5317,140.55
1.045,1.07,1.0599,-3.7453,-12.763,-13.749,195.29,37.596,-5.31,11.097,1.638,0.19838,-0.52793,16.327,10.734,6.1069,2.5488,3.1387,2.1512,3.7037,1.5354,12.289,7.1147,6.2502,6.1196,130
1.045,1.07,1.042,-4.2998,-15.891,-17.962,223.94,29.34,-4.1512,8.4493,1.2693,0.99317,0.81219,37.93,17.153,10.899,6.3429,1.5767,1.7642,7.8591,1.5731,15.379,8.0447,9.3235,2.5551,126.77
1.045,1.07,1.0367,-4.1158,-14.984,-16.948,214.04,30.759,-1.0736,6.0501,2.3873,-1.4727,-1.9025,38.131,21.524,7.2168,6.153,2.4548,2.0903,6.0759,1.2421,11.244,7.7774,12.528,5.3291,67.61
1.045,1.07,1.0397,-4.6794,-17.063,-19.041,243.35,47.32,-3.5038,8.3133,1.9563,0.47749,-0.23497,29.703,16.749,9.0448,5.8742,2.8534,1.7405,5.1809,1.5561,17.518,2.907,17.879,6.604,120.84
1.045,1.07,1.0471,-4.3894,-15.765,-17.797,228.26,44.879,-4.0757,4.5684,1.0909,0.53213,0.1868,30.192,14.423,9.6807,6.2614,2.5254,1.0302,4.4857,0.90315,14.9,2.0381,13.761,5.047,146.67
1.045,1.07,1.0497,-4.0576,-14.597,-15.791,211.32,38.307,-5.9417,6.6263,2.227,1.0843,0.79459,16.894,12.074,9.924,5.9888,4.9014,1.6174,7.3211,1.4284,10.928,4.9192,14.667,8.792,91.568
1.045,1.07,1.0349,-4.9525,-17.932,-20.074,257.35,56.676,-2.9865,9.4004,0.84016,-0.73887,1.9297,28.752,19.954,13.751,2.1219,4.2627,0.82164,3.9764,1.8233,15.33,5.6332,19.022,6.8403,152.57
1.045,1.07,1.0378,-5.2495,-19.062,-21.204,272.76,65.299,-5.1539,9.6903,1.0276,0.83908,-0.7209,32.755,14.816,8.962,6.5743,2.9456,1.8183,4.5616,0.99757,24.211,5.8102,13.986,5.2898,190.08
1.045,1.07,1.0397,-4.5912,-15.55,-17.108,238.62,65.863,-4.7168,11.826,1.2824,-0.06998,-0.41664,25.895,18.491,2.7492,6.6487,3.849,1.5998,4.0463,1.6857,8.57,7.4518,12.251,6.5915,157.02
1.045,1.07,1.045,-4.6722,-17.09,-19.014,242.92,48.85,-4.0085,5.9249,2.9366,0.98113,-1.0935,30.147,12.379,5.7339,5.7743,2.3146,1.2128,8.8357,0.75079,15.334,6.3358,19.68,6.0363,205.45
1.045,1.07,1.0307,-4.8818,-17.677,-19.34,253.79,56.267,-3.2568,11.616,1.4141,-0.27152,0.30765,33.474,20.927,4.9402,7.9651,3.3589,2.2055,5.4011,2.2406,22.888,2.7843,9.6638,8.1111,93.743
1.045,1.07,1.041,-4.7264,-17.844,-19.213,246.31,41.127,-4.6271,12.135,1.2218,-1.6545,0.64085,20.395,13.14,9.3572,6.1797,3.1166,1.4204,8.4128,1.4581,22.023,7.2679,24.861,6.5166,132.17
1.045,1.07,1.0301,-5.0986,-18.967,-21.892,264.86,48.156,-4.6034,6.4071,0.81444,1.5156,-1.2583,50.118,19.734,8.4369,6.8516,2.6007,1.5612,6.8371,0.74847,17.941,4.1005,14.753,5.8202,123.2
1.045,1.07,1.0424,-4.0276,-14.482,-15.728,209.66,36.066,-2.4831,7.4757,1.6591,-0.42047,-1.5099,17.549,19.907,10.953,5.8699,2.873,1.5354,5.0638,1.128,12.327,6.0816,17.1,6.1922,103.11
1.045,1.07,1.0387,-5.0166,-17.678,-19.799,260.18,72.143,-2.6055,4.3192,1.9131,0.076513,0.68734,34.996,16.104,7.2553,3.8313,4.4023,1.6332,5.9856,2.1779,14.706,6.7641,9.3424,6.7142,133.44
1.045,1.07,1.0325,-4.8688,-17.211,-19.048,252.89,62.602,-2.9523,10.433,1.5134,-0.3659,2.0998,27.219,21.644,13.304,6.3239,3.3325,1.9038,3.9405,1.5421,15.458,5.3219,11.126,5.2716,146.71
1.045,1.07,1.0426,-4.8527,-17.72,-19.341,252.43,56.022,-4.8717,8.8053,1.2022,0.13787,0.39862,22.037,16.179,11.212,6.1723,3.4025,1.1312,6.0548,1.4943,21.462,5.0734,16.824,3.0297,177.58
1.045,1.07,1.0395,-4.6791,-16.107,-17.99,243.04,63.75,-2.8198,9.4761,1.4041,0.16506,-1.1057,28.818,16.865,3.4414,5.5994,3.8386,2.295,2.2941,1.6455,11.358,6.1906,15.369,7.7181,176.97
1.045,1.07,1.0369,-4.4513,-16.416,-19.164,231.41,32.309,-2.6694,5.0696,2.0733,-0.093541,-1.4106,51.616,19.191,8.7197,6.609,4.2444,2.3512,8.4552,2.6669,8.1448,6.1492,10.072,3.2612,194.61
1.045,1.07,1.0379,-4.3682,-16.778,-18.533,227.78,21.266,-3.5907,11.149,1.5604,-0.50907,0.91675,30.863,18.48,10.461,5.3384,3.222,1.7622,7.3803,0.94062,19.972,8.654,20.322,3.7514,144.61
1.045,1.07,1.0393,-4.2012,-15.464,-17.442,218.68,29.945,-4.318,6.4363,1.5054,0.90415,0.63102,35.485,20.743,10.426,7.5083,3.9593,1.6494,8.239,1.8548,10.231,3.4851,11.744,3.7161,161.93
1.045,1.07,1.0412,-4.5307,-16.344,-18.391,235.51,48.689,-5.5994,4.6788,1.9377,-0.14492,0.0017547,30.185,18.513,14.19,4.7896,5.1579,1.9073,3.7645,1.5658,14.086,6.7165,11.307,3.748,219.33
1.045,1.07,1.0481,-4.858,-17.634,-19.875,252.57,55.383,-4.8791,6.3006,1.5761,-1.8713,0.52613,38.658,7.6824,7.0869,7.5426,4.1642,1.8672,6.3736,2.261,18.868,6.6761,11.492,3.4839,185.13
1.045,1.07,1.0417,-4.1556,-15.322,-16.512,216.62,32.512,-5.3731,9.7179,1.3042,0.068641,-0.61701,27.368,19.799,7.4438,8.1625,2.2522,1.8496,11.061,1.8932,16.142,4.6886,8.7529,4.9925,100.24
1.045,1.07,1.0372,-5.0844,-17.796,-19.861,263.89,74.552,-6.0717,7.7071,2.3582,-1.1119,-0.47721,30.092,18.315,13.47,5.2024,4.232,1.749,5.8093,0.78713,11.825,7.0579,10.08,6.02,62.651
1.045,1.07,1.0324,-4.4592,-16.355,-18.384,232.13,34.53,-3.8723,11.476,1.7805,0.086367,0.50072,36.536,27.213,9.731,2.5821,3.9824,1.4913,5.7615,1.0995,13.439,5.4869,13.469,4.6796,192.55
1.045,1.07,1.0372,-5.1437,-18.348,-20.882,267.11,64.273,-4.2631,9.1511,1.5082,0.5709,-1.094,39.202,16.095,9.9649,5.7685,3.5313,1.931,4.8824,1.5813,15.209,5.1731,12.41,6.0267,106.04
1.045,1.07,1.0486,-4.1994,-15.589,-17.451,218.77,28.943,-4.7363,6.0131,1.4308,1.6698,-0.19612,30.904,11.89,10.589,6.5521,3.2749,2.377,9.0183,2.138,13.144,6.1811,13.577,4.6694,160.67
1.045,1.07,1.0349,-5.305,-19.504,-21.681,275.58,63.433,-3.8964,9.3032,1.229,-0.55591,-1.5299,31.509,11.814,11.474,10.638,3.9117,1.3738,8.0202,1.2228,17.905,5.4451,20.635,7.5437,188.55
1.045,1.07,1.0303,-4.472,-16.468,-18.668,232.43,37.998,-3.0315,5.7833,1.7971,-0.44142,1.4589,35.717,25.156,12.418,5.5858,4.8682,2.0448,6.3974,1.6998,9.1601,3.9437,17.273,5.0091,135.49
1.045,1.07,1.0288,-5.3571,-19.809,-21.835,278.18,64.087,-3.8782,9.3694,1.4406,0.66289,0.79676,30.018,21.022,14.491,4.503,2.8981,2.3311,7.3031,1.7636,23.369,4.5715,15.481,6.8159,221.79
1.045,1.07,1.0412,-4.7032,-17.361,-19.172,244.68,46.667,-3.9512,8.0169,1.8776,-0.35348,-0.58596,30.53,14.924,7.2305,6.4789,5.5275,1.2674,6.2732,2.2152,19.061,5.1193,16.413,6.0489,202.55
1.045,1.07,1.0479,-4.7555,-16.976,-18.727,247.32,57.815,-5.3212,8.6101,1.7263,2.1124,1.5634,22.73,10.037,9.8373,7.0558,3.4869,1.783,7.786,1.9704,13.36,7.4812,16.365,3.4569,136.6
1.045,1.07,1.0468,-4.4051,-15.857,-17.415,229.36,42.718,-1.5241,11.429,1.7766,-1.3359,-0.28622,25.153,17.619,7.7248,2.6408,3.0916,1.0107,7.7879,1.7113,12.674,5.8721,17.29,3.9326,103.22
1.045,1.07,1.0481,-4.6354,-16.407,-19.032,240.93,49.854,-3.947,6.4511,1.8297,1.9066,-1.6487,37.642,11.137,7.3071,6.3922,4.1336,1.6111,3.4813,2.4068,9.2764,4.8827,16.692,3.5755,129.65
1.045,1.07,1.0296,-5.0351,-18.091,-20.149,261.45,64.426,-4.8095,7.5652,0.61002,0.2346,0.30632,28.484,22.081,10.662,7.103,2.8958,1.6026,5.7668,1.6464,13.675,5.2454,20.217,5.9677,121.61
1.045,1.07,1.0337,-4.3585,-15.896,-17.727,226.63,39.479,-2.4464,6.5384,1.3737,-0.51064,-0.13822,32.064,22.836,8.4414,5.9207,6.2984,1.3099,3.679,2.0776,13.457,7.5869,14.507,5.2645,89.893
1.045,1.07,1.045,-4.606,-16.687,-18.738,239.54,47.369,-2.7519,6.9311,1.3138,0.53914,-1.2765,28.711,12.264,11.609,5.9252,2.4917,1.2996,7.0954,1.5742,12.337,7.6725,18.08,5.6251,137.75
1.045,1.07,1.0531,-3.9655,-13.883,-14.63,206.44,45.565,-2.846,7.6836,2.0972,-1.5369,-0.19291,13.404,15.927,4.25,6.0282,4.2778,2.3744,4.6324,1.0978,17.245,2.5405,10.826,3.2864,98.508
1.045,1.07,1.0435,-4.0299,-14.735,-16.414,209.91,27.739,-5.7957,7.2623,2.2438,1.0367,2.1894,30.93,18.556,4.8097,4.4362,2.7813,1.1973,6.3373,1.469,13.486,5.7983,14.875,5.2879,153.75
1.045,1.07,1.035,-4.2448,-15.389,-17.711,220.83,32.549,-3.8455,6.873,0.88972,-0.91971,-0.91547,42.225,24.283,8.4702,4.4829,6.0774,1.6425,3.2571,2.1627,9.0385,7.8188,11.628,3.7601,212.71
1.045,1.07,1.0336,-4.9795,-17.732,-19.782,258.36,67.315,-3.7167,5.1921,1.8556,0.62621,0.64967,23.839,24.019,15.912,4.2761,2.3748,1.0722,5.1242,1.3974,13.287,4.0219,17.823,3.4367,203.17
1.045,1.07,1.0408,-4.6009,-16.12,-17.696,239.19,58.77,-5.3726,9.5548,2.3128,0.44467,0.11996,23.677,19.827,6.4434,3.9901,2.72,1.4393,8.8134,1.6246,7.2722,6.596,17.58,5.9113,136.2
1.045,1.07,1.0546,-3.6437,-12.754,-14.265,189.66,28.636,-2.9433,4.6171,1.9031,-0.23358,0.73742,20.769,9.6113,12.533,6.8588,2.8143,1.9249,3.3341,1.7656,7.5547,8.5584,11.441,4.4812,83.323
1.045,1.07,1.0338,-4.5655,-17.038,-19.339,237.6,33.276,-3.6796,9.0725,1.6972,-0.77068,-0.31981,39.247,17.44,12.21,8.31,1.6885,0.49676,8.3757,0.71494,12.966,5.0528,17.336,8.5203,138.79
1.045,1.07,1.0354,-5.22,-19.17,-21.817,271,59.203,-3.4457,6.6227,1.6486,-0.56057,1.4066,41.381,17.047,10.261,5.2571,4.1895,2.2105,6.5882,0.99135,17.12,3.8979,17.286,3.5825,159.51
1.045,1.07,1.0418,-4.4251,-15.37,-17.711,230.02,48.216,-4.6825,8.8965,2.2749,-0.23084,1.0668,36.941,19.657,8.0598,4.4964,2.5149,1.5436,5.8156,1.7871,2.9709,5.2071,14.4,3.1669,166.77
1.045,1.07,1.0355,-4.2261,-15.342,-16.777,219.8,38.988,-1.5378,7.3645,2.0444,-1.1004,-0.51691,30.638,21.308,7.671,7.989,2.7391,1.4138,4.7905,1.1399,19.769,5.092,7.0397,7.0874,118.32
1.045,1.07,1.0475,-4.2946,-15.048,-17.321,223.38,43.211,-3.9501,7.6418,1.7307,-1.0208,-1.2097,32.775,19.369,12.138,1.8399,5.0214,0.84486,2.4797,1.2538,6.3206,4.3996,13.149,3.2736,109.61
1.045,1.07,1.0506,-4.2244,-15.109,-16.916,219.87,41.034,-3.2969,6.3577,0.68969,-1.3493,0.65995,24.93,13.688,12.614,4.6091,2.8717,1.5371,6.0249,1.7109,10.111,3.6901,15.747,4.3125,88.045
1.045,1.07,1.0241,-4.9915,-17.644,-19.837,258.93,65.623,-2.4122,8.3428,1.6533,-0.1412,-0.56022,36.042,25.344,10.258,8.9972,3.2266,2.5161,7.5648,1.8172,7.3717,7.0362,14.021,5.0708,161.06
1.045,1.07,1.0308,-5.2328,-18.992,-21.336,271.58,63.87,-3.3597,8.5885,2.4345,0.60065,0.83286,40.449,19.737,4.3033,5.6039,3.2869,2.0794,5.4172,1.4858,20.502,7.9645,15.299,3.6529,164.8
1.045,1.07,1.0406,-4.4715,-16.813,-18.8,232.68,34.056,-2.5467,5.9569,1.7599,-1.3846,0.97275,32.853,15.709,7.9839,6.7358,4.0406,1.5783,7.5951,1.8086,15.54,6.0456,22.081,3.4238,93.264
1.045,1.07,1.0446,-4.1851,-14.601,-16.656,217.59,42.344,-3.0485,6.895,1.8097,0.41776,0.038686,31.024,14.906,11.517,6.5558,1.8808,0.92841,3.2395,1.9352,8.9173,4.8511,10.232,6.9966,127
1.045,1.07,1.0371,-4.8197,-17.107,-19.309,250.32,58.086,-4.0955,8.572,3.0986,-0.33306,1.8063,36.513,13.961,6.6478,8.2167,4.8865,2.0411,2.3721,1.7603,15.977,6.7563,11.929,6.2734,181.06
1.045,1.07,1.03,-5.3815,-19.432,-21.82,279.16,70.476,-3.2798,8.1819,2.0728,1.0922,-1.1786,31.588,20.359,8.6239,6.3007,3.8057,1.4524,4.1109,1.9681,17.535,3.1412,23.21,5.6881,140.97
1.045,1.07,1.0441,-4.5748,-16.643,-19.124,237.98,42.533,-5.2054,5.7794,0.58519,0.45179,-1.3475,38.326,10.92,8.0286,8.6635,2.8568,1.425,4.6539,1.3685,13.327,7.1144,17.799,4.8125,188.79
1.045,1.07,1.0441,-4.8573,-17.8,-19.677,252.45,57.06,-4.1458,5.0496,1.7061,-2.0741,0.57932,35.51,12.55,7.0553,4.9574,4.4076,2.2134,11.006,1.6117,16.709,4.7359,11.676,6.7166,161.63
1.045,1.07,1.0422,-4.8721,-17.919,-20.415,253.02,53.16,-4.3111,1.9186,1.9212,-0.34596,-0.28499,35.523,12.785,9.9029,5.933,2.3105,1.8298,5.2616,2.054,17.607,7.8143,20.845,2.1213,144.37
1.045,1.07,1.0675,-4.4167,-15.142,-16.207,229.76,65.912,-4.4421,6.8158,2.3421,0.24063,1.6837,-0.11073,1.4872,15.905,4.1828,2.7944,1.0136,5.0712,1.2528,13.446,5.5645,16.791,2.4958,105.55
1.045,1.07,1.0483,-4.5597,-16.27,-18.393,237.24,47.236,-3.016,9.0127,1.0716,1.1361,-1.5434,28.88,13.978,13.486,4.9124,3.5628,1.6106,3.836,1.4778,14.06,4.2139,12.379,3.9154,158.88
1.045,1.07,1.0428,-4.3489,-15.616,-17.678,226.11,42.504,-2.8922,5.707,1.6838,-1.4918,1.5806,26.636,12.041,13.005,7.6204,3.4003,1.7999,2.5089,1.2047,10.679,6.8863,20.421,6.1277,217.36
1.045,1.07,1.0425,-4.089,-15.239,-16.565,213.06,27.546,-2.2137,8.2382,0.88164,-1.0209,2.9778,21.867,15.146,9.5431,4.9004,3.5349,2.0729,6.6412,2.2922,15.767,7.0723,19.414,7.1289,192.11
1.045,1.07,1.041,-5.2641,-18.862,-21.342,273.22,70.012,-4.48,6.9926,2.2149,-0.6551,0.14061,37.403,15.454,10.986,5.665,4.3697,2.086,8.0039,1.6844,13.612,3.0443,13.782,2.7047,121.31
1.045,1.07,1.0387,-4.4543,-15.661,-17.349,231.77,48.589,-3.8518,12.189,1.1696,0.46764,0.86828,27.569,22.107,8.0006,5.1183,3.1389,1.145,6.5956,1.157,8.5116,6.2052,13.947,4.3765,132.27
1.045,1.07,1.0403,-4.3518,-16.492,-18.688,226.56,25.416,-2.9904,5.8969,1.9991,0.27426,-0.47833,35.447,16.503,9.2664,6.6772,4.3682,0.65002,6.3389,2.442,14.976,5.7078,21.432,4.1765,131.14
1.045,1.07,1.0414,-4.5143,-16.152,-18.673,234.51,45.116,-2.7629,5.0201,2.4445,0.32645,-0.33494,36.029,17.292,8.1117,4.9797,4.2758,0.54536,1.0451,0.91881,11.34,6.2373,19.549,3.3516,190.13
1.045,1.07,1.0493,-3.7528,-13.936,-15.829,195.68,14.609,-5.2723,5.4551,1.2332,-0.71373,-0.3734,39.219,16.599,7.4439,6.2533,3.323,2.3119,8.4619,1.2553,10.769,4.6677,8.3934,2.8129,115.16
1.045,1.07,1.0344,-4.5667,-17.034,-19.377,237.29,38.327,-2.2096,3.5722,2.1144,-0.67505,0.45092,38.944,21.384,12.019,6.8716,2.6852,1.9416,7.3638,1.5184,14.497,5.1816,16.362,1.9895,175.26
1.045,1.07,1.0389,-5.1442,-17.841,-19.981,267.1,74.032,-3.3407,12.015,1.2862,-0.077865,1.056,29.84,19.599,10.665,5.1889,4.1398,1.988,3.7606,2.0213,13.407,3.0784,11.795,2.3163,140.59
1.045,1.07,1.046,-3.7598,-13.527,-14.454,195.77,30.788,-2.587,5.787,1.5129,-0.11397,0.064231,18.373,18.062,4.16,4.6429,4.2043,1.4637,8.582,1.8794,8.4709,7.5084,16.435,7.3092,150.62
1.045,1.07,1.0435,-5.0298,-18.626,-20.918,261.63,49.312,-2.7865,10.636,1.4704,-0.30289,1.2989,42.958,7.55,7.3454,7.4909,2.7259,1.7838,8.7816,2.2542,22.597,7.9078,9.9077,4.8185,173.6
1.045,1.07,1.0443,-4.257,-15.026,-16.674,221.21,48.893,-3.3884,4.0392,2.2018,-0.11437,-0.36577,26.266,16.638,3.8504,3.5589,2.2213,2.4556,7.6424,2.2096,7.4239,8.2283,18.99,6.0589,86.53
1.045,1.07,1.0468,-4.0917,-14.754,-16.488,213.1,32.634,-3.4511,7.8517,0.76169,0.38964,1.1785,31.34,13.529,5.7581,5.3455,4.7806,1.8744,5.187,1.9359,12.253,5.709,12.112,7.0643,197.41
1.045,1.07,1.0426,-4.4242,-16.141,-17.707,229.98,46.001,-2.2543,4.4723,2.1607,0.073446,1.1924,28.462,16.015,9.9776,6.3072,5.8654,2.114,9.641,1.376,12.543,4.5102,10.157,6.1515,83.261
1.045,1.07,1.0425,-5.0101,-18.403,-21.292,260.27,50.655,-3.055,5.6982,1.6205,-0.36856,0.098098,47.318,8.7983,11.147,7.519,2.4356,1.1736,5.9763,2.3356,18.456,5.0025,11.671,5.2397,148.38
1.045,1.07,1.0438,-4.7203,-16.81,-19.063,245.28,54.841,-3.8174,6.9163,1.9065,-0.27533,1.296,28.341,14.447,12.258,6.1919,2.9691,2.3165,7.2004,1.7331,6.192,4.4548,21.997,2.76,128.71
1.045,1.07,1.0317,-4.3843,-16.097,-17.649,228.03,42.773,-5.6063,5.1694,0.97645,-0.19106,0.016214,29.734,23.308,8.3071,5.9324,3.8408,0.86401,8.6577,1.3794,12.488,8.0132,14.264,8.6548,158.83
1.045,1.07,1.0506,-3.3434,-12.305,-13.745,174.34,6.7839,-3.7796,4.4221,1.4617,0.80002,0.42337,26.265,14.851,7.5236,5.8536,3.2554,1.6342,3.4601,0.90066,12.035,7.6295,12.793,5.3578,136.78
1.045,1.07,1.0504,-4.3558,-15.692,-17.298,226.65,46.259,-4.1966,5.1743,1.2175,0.71029,-1.089,22.636,13.684,10.025,3.6903,3.0993,1.0452,7.2358,1.8743,14.019,4.85,14.884,5.8986,119.58
1.045,1.07,1.0395,-4.5677,-16.491,-17.937,237.62,52.561,-6.8176,7.2163,1.3337,1.3028,0.037187,18.904,20.986,13.511,3.7742,4.3869,1.9629,5.1025,2.4654,17.137,5.8011,13.397,5.6919,130.37
1.045,1.07,1.0453,-4.5407,-15.723,-17.66,235.73,62.08,-2.9489,4.1807,1.6435,-0.87743,0.030372,26.869,15.788,9.006,4.1758,2.6853,1.1635,3.83,1.769,10.372,6.2834,14.05,4.7804,146.56
1.045,1.07,1.0423,-4.4769,-15.771,-16.577,232.89,60.54,-5.7282,9.0579,1.6134,0.50576,0.42469,9.9319,20.41,8.6454,5.3606,4.4915,1.9032,6.7179,0.774,15.037,6.8955,14.608,4.6517,112.45
1.045,1.07,1.0472,-3.874,-13.965,-15.365,201.81,27.13,-2.2434,8.383,2.3338,0.45441,-1.4684,18.611,19.195,12.468,5.5,4.053,1.875,4.7098,1.9544,10.153,1.9148,16.347,4.942,193.59
1.045,1.07,1.0648,-4.1289,-14.609,-15.818,215.02,46.506,-3.408,5.9966,1.7684,-1.0844,0.18826,14.363,2.9114,8.4123,5.4984,3.6825,1.7251,5.7124,1.7702,16.304,3.3679,13.923,4.5929,45.453
1.045,1.07,1.0419,-3.9946,-14.494,-15.946,207.93,31.57,-3.1906,6.0239,1.477,1.2763,-0.58414,21.182,19.451,11.157,4.0108,4.9194,2.6542,1.5571,1.4164,16.029,5.6945,13.649,7.5377,92.097
1.045,1.07,1.0319,-4.2527,-15.955,-17.913,221.4,26.503,-5.4981,6.8699,2.1432,0.2129,0.091498,34.428,24.841,8.4872,6.7034,1.4817,1.4024,6.8923,1.7673,14.692,5.5096,19.409,4.4258,125.28
