V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,Q13,P14,Q14,LoadMargin
1.045,1.07,1.0606,-4.6931,-12.773,-13.174,218.53,55.928,-4.3936,4.2255,1.1828,1.2298,1.3849,20.702,17.238,9.8769,3.8438,2.6947,1.4114,4.6021,0.67634,14.916,5.4887,5.3249,3.4774,51.741
1.045,1.07,1.0609,-4.8565,-13.869,-15.069,226.85,37.083,-2.2844,10.253,2.0462,-0.36996,1.5256,36.557,12.18,7.6907,3.7218,3.2639,1.2097,5.5387,1.3177,10.061,3.4774,16.866,5.0022,31.405
1.045,1.07,1.0607,-4.6753,-13.101,-13.951,218.15,43.559,-4.6795,5.9552,0.57539,0.29646,0.8298,32.621,12.939,1.3095,5.5175,3.8506,1.6891,7.4034,1.4237,8.106,6.2754,15.925,5.3022,27.174
1.045,1.07,1.0522,-4.6399,-13.321,-14.503,216.35,36.172,-2.7825,3.1816,2.3707,0.2131,-0.76477,31.876,19.977,14.26,5.562,3.4323,1.1164,5.8741,1.3583,7.0035,7.3906,15.284,4.5242,21.848
1.045,1.07,1.0475,-5.4182,-17.152,-17.773,253.18,33.393,-4.0546,6.7255,1.8785,0.0056271,3.0207,39.695,19.914,11.049,5.4085,3.0599,1.6971,9.8076,2.0019,23.103,5.7999,23.199,4.6493,54.457
1.045,1.07,1.0501,-5.0673,-13.827,-14.581,235.8,61.045,-4.0705,7.2799,0.92631,-0.58614,-1.3929,30.045,22.773,7.1999,7.2105,3.0469,2.1662,6.4539,1.7847,9.8474,4.9205,10.713,3.2255,30.346
1.045,1.07,1.0587,-5.2076,-15.246,-16.513,242.87,42.784,-3.5474,7.1726,1.9862,-0.47103,-0.37649,41.955,13.037,6.4438,4.3119,4.3668,1.5673,7.5401,1.7673,12.19,4.2327,19.233,4.3891,34.236
1.045,1.07,1.0472,-6.1486,-17.58,-18.262,285.86,75.851,-3.9708,11.954,1.9587,-0.76595,1.4618,27.012,14.941,14.01,10.68,1.3232,1.1262,6.415,1.4784,17.978,7.425,25.164,5.6618,41.226
1.045,1.07,1.0499,-5.5333,-16.258,-17.743,257.75,47.768,-4.4071,7.6612,2.5099,0.26906,-2.2904,45.141,20.198,9.1738,4.155,4.0168,2.1328,5.8434,1.4367,13.774,5.4387,20.733,3.5117,34.689
1.045,1.07,1.0603,-4.4703,-12.461,-13.247,208.75,38.767,-3.7727,6.7777,2.0265,-0.79954,1.4153,27.731,11.346,4.7304,8.2934,2.2227,1.8809,7.0168,1.2987,6.0032,4.5911,17.996,5.4432,20.774
1.045,1.07,1.0553,-4.024,-11.61,-11.569,188.52,27.692,-4.2505,5.3269,1.7323,0.71229,0.89662,18.232,24.378,8.5682,3.3458,2.0864,2.0884,7.1567,1.9293,13.658,6.8587,8.5866,4.355,52.129
1.045,1.07,1.053,-5.4739,-16.133,-17.547,254.93,47.489,-4.2966,5.686,1.7972,1.2044,0.95097,48.955,17.53,6.4571,3.7472,2.9693,2.0936,6.2789,2.0234,18.217,5.9552,14.747,2.289,47.602
1.045,1.07,1.0634,-4.5009,-12.826,-13.954,210.4,30.615,-4.607,7.3695,2.5052,0.68424,1.2701,38.167,9.162,7.3672,5.287,4.5883,1.4655,4.0516,1.81,13.135,9.3536,6.1306,5.8161,45.596
1.045,1.07,1.0627,-4.0932,-11.337,-11.54,191.88,31,-3.8785,10.683,1.7533,-0.46316,-0.15381,12.827,11.794,10.131,9.3157,4.4804,1.5914,7.1045,1.8833,4.653,9.957,14.655,5.0292,18.06
1.045,1.07,1.046,-5.1915,-14.492,-15.377,241.6,57.009,-1.0667,8.054,1.7627,-0.53631,0.33917,29.913,26.68,11.083,4.7139,4.889,1.1804,7.1995,1.652,7.3309,5.4098,15.217,2.4323,20.941
1.045,1.07,1.0497,-5.4375,-15.162,-16.434,252.46,64.385,-1.2204,3.5897,1.4534,0.18322,-0.75865,39.281,21.119,6.4122,6.2758,3.782,1.6331,4.6095,0.46978,12.18,7.9763,15.345,0.78766,33.325
1.045,1.07,1.059,-4.4625,-13.123,-12.898,208.91,37.398,-6.3086,6.6632,1.3006,-1.6587,0.52604,20.665,20.237,6.7503,5.9127,3.4324,1.3323,5.9462,1.7,21.687,6.8594,9.7611,2.1309,75.722
1.045,1.07,1.0577,-5.6948,-16.582,-17.405,265.01,61.404,-1.3625,6.8847,1.3051,-0.30838,0.1113,34.812,10.515,7.6861,7.2784,1.9889,1.7354,5.4048,2.2218,21.474,5.7229,21.366,4.1202,54.888
1.045,1.07,1.0539,-5.1635,-14.638,-15.008,240.29,60.622,-4.6615,4.2924,1.9209,0.45067,0.15357,25.155,17.208,5.1276,8.6677,5.4833,1.41,9.4094,1.1789,11.511,5.7105,16.83,4.4696,34.02
1.045,1.07,1.0459,-4.7318,-13.637,-14.461,221,37.455,-5.2829,8.0258,1.9867,-0.49632,0.29402,35.628,24.583,6.8675,6.5862,3.9032,1.8593,4.9301,1.127,12.262,6.9336,13.037,5.8914,37.278
1.045,1.07,1.0561,-5.2111,-14.874,-15.908,243.03,49.274,-2.4735,10.223,1.0354,-1.704,0.20184,38.851,16.157,8.0927,5.8647,3.0736,0.83084,6.2978,1.5086,14.393,5.5659,13.048,2.9289,41.904
1.045,1.07,1.0557,-5.1266,-14.55,-15.431,238.81,52.64,-3.831,6.2464,1.2313,0.56776,-0.40381,28.807,15.702,10.234,5.841,5.3973,3.2484,6.8077,1.0662,9.848,8.105,17.041,3.9692,29.134
1.045,1.07,1.0584,-4.9962,-14.827,-15.489,233.19,40.725,-2.4424,5.2362,0.98674,1.3529,0.53896,33.529,16.138,5.8224,3.6376,4.4253,1.4898,3.9458,0.94831,21.224,2.3885,16.264,4.6321,62.839
1.045,1.07,1.0516,-5.0176,-14.569,-15.778,233.93,41.41,-4.4893,5.4809,1.7007,1.2998,0.77819,40.518,17.717,11.933,5.6148,3.3247,1.5625,8.1979,1.2443,12.065,8.1211,9.0741,5.7846,35.249
1.045,1.07,1.0569,-4.3718,-12.81,-13.914,204.35,25.744,-3.6207,2.6864,0.48013,0.086783,-1.58,33.363,18.817,11.099,1.8348,2.9718,1.4808,6.2185,1.0659,8.2637,5.0249,15.955,7.5365,27.226
1.045,1.07,1.0519,-5.6972,-15.851,-16.729,264.93,70.739,-3.9385,9.8808,0.31745,0.32055,0.97329,29.7,16.472,9.0523,9.2438,1.0893,2.6176,5.7965,1.8233,14.099,3.8744,20.14,1.4723,37.284
1.045,1.07,1.0462,-5.1363,-14.403,-15.368,239.26,52.938,-3.663,8.99,1.6374,-0.45124,1.3367,30.617,21.582,10.638,5.5931,3.828,1.1152,4.9201,2.2148,8.9614,7.5227,17.498,8.0463,25.341
1.045,1.07,1.0587,-4.9505,-14.423,-15.26,231.58,35.59,-2.5967,13.065,1.6999,0.69318,-0.25715,35.146,15.693,9.1898,5.6599,1.9809,1.1851,7.7513,1.5762,14.967,6.3558,12.923,2.2987,45.785
1.045,1.07,1.0653,-4.7151,-13.222,-13.929,220.03,45.484,-3.7154,6.7272,1.2267,-0.81116,0.96495,28.034,8.7072,9.1322,5.7743,2.8876,1.7772,5.7627,2.2686,13.591,6.0472,10.02,5.1353,46.178
1.045,1.07,1.0641,-4.6987,-13.785,-14.147,219.82,36.481,-5.0318,8.3806,2.2803,-0.50552,-0.71726,28.032,15.379,5.5372,0.93232,2.2239,1.3917,7.5454,1.6874,17.487,6.13,15.336,5.5231,57.363
1.045,1.07,1.0614,-4.6324,-13.631,-14.024,216.71,33.748,-2.8339,7.6548,1.682,0.94977,-1.0339,25.244,12.153,9.5993,8.2332,4.7121,2.1339,8.1169,2.0259,14.402,4.72,13.325,4.6156,47.546
1.045,1.07,1.0506,-5.7022,-15.549,-16.107,264.74,81.153,-4.8952,7.603,1.1314,0.51908,0.70727,22.381,18.282,6.4443,6.0227,5.8828,1.4561,7.03,1.9429,9.527,9.2497,20.025,6.519,25.407
1.045,1.07,1.0477,-5.0328,-14.258,-14.384,234.55,56.811,-4.763,7.251,1.4172,0.59585,0.078368,19.825,27.313,10.004,5.4659,3.8036,2.1596,7.1577,1.9071,14.501,4.7926,13.867,3.1108,43.703
1.045,1.07,1.0609,-4.3678,-12.562,-12.317,204.66,35.48,-3.353,10.04,0.82122,1.7439,0.81495,13.854,14.884,6.1027,6.818,2.1805,2.5117,6.4967,1.5347,16.976,8.3742,13.848,5.4881,60.868
1.045,1.07,1.0657,-5.4673,-15.128,-16.54,254.29,62.262,-3.0456,8.0202,1.7888,-0.83185,-0.679,37.825,3.9599,6.7068,6.5792,4.0543,1.8543,6.7236,2.3314,8.9523,5.216,17.736,4.5644,25.41
1.045,1.07,1.0691,-4.3149,-11.773,-12.015,201.58,43.543,-3.6008,6.7748,1.8711,0.29072,-1.6218,11.921,9.1593,7.5531,7.1775,5.0985,1.4475,5.2497,1.4026,7.9174,6.3946,15.611,3.603,30.062
1.045,1.07,1.0718,-3.9711,-11.711,-11.834,186.55,18.7,-4.2612,7.2508,2.0193,0.7163,0.067714,18.824,7.375,6.2144,3.7226,4.5134,1.9811,6.855,0.97316,13.831,5.2892,13.25,7.278,54.803
1.045,1.07,1.0505,-5.3596,-14.193,-15.244,248.72,74.959,-4.6282,6.0542,0.93283,0.14892,1.2162,26.433,21.321,9.3489,3.6965,2.905,1.321,4.8311,2.1466,5.8522,8.2955,15.911,4.6389,17.018
1.045,1.07,1.0612,-4.2823,-11.993,-12.48,200.15,34.92,-2.904,5.9613,1.8344,1.9367,0.43554,24.814,15.866,2.2175,5.2385,4.1333,1.8924,5.7714,1.5337,9.8874,2.6596,13.074,4.5699,36.563
1.045,1.07,1.0531,-5.7151,-15.878,-16.738,265.47,74.288,-4.0355,6.9558,1.1245,0.44738,-0.43527,28.898,15.274,12.653,5.6305,1.8679,1.7372,4.666,1.5396,17.112,8.4785,14.405,7.1542,45.392
1.045,1.07,1.0486,-5.3671,-15.476,-16.449,249.94,53.265,-3.1824,7.3991,1.6168,0.76234,0.85971,36.193,19.157,8.2862,5.3924,3.9227,0.92283,6.0527,2.4925,14.368,7.0424,17.224,7.3967,38.605
1.045,1.07,1.0541,-5.2589,-15.973,-16.906,245.98,33.262,-2.0754,12.295,1.2746,-0.92593,0.85544,43.614,14.471,9.4952,4.9217,3.9061,2.3216,11.339,1.5368,15.763,4.5113,15.33,6.9458,42.163
1.045,1.07,1.0647,-4.3168,-12.169,-12.601,201.77,37.17,-5.2814,5.1634,2.0633,-1.3705,0.032144,23.158,13.924,7.184,4.7936,3.6904,1.3076,4.0422,1.593,13.707,2.0044,11.459,4.5147,50.991
1.045,1.07,1.0539,-4.9074,-14.322,-15.882,228.92,34.274,-2.7741,5.4721,2.1522,-0.47464,-1.3264,48.685,15.049,8.6005,6.417,4.9467,1.6958,5.3197,1.6378,12.166,6.6535,9.8071,5.4971,35.756
1.045,1.07,1.0426,-4.9495,-14.671,-15.604,231.12,36.637,-5.7337,6.9881,1.2413,-0.39813,0.82945,33.427,25.069,11.925,6.7093,3.4792,2.0673,4.216,1.3207,12.922,6.8786,21.266,6.2087,34.284
1.045,1.07,1.0552,-4.1785,-11.67,-11.618,195.4,38.52,-3.4857,6.0839,0.77219,-0.75169,1.2387,12.557,23.356,9.7448,3.684,2.1258,1.0081,5.5819,1.6051,11.085,7.1291,13.329,5.4925,41.184
1.045,1.07,1.0578,-4.5035,-12.952,-13.552,210.58,33.567,-2.0666,7.6218,1.2203,0.39394,1.3348,25.779,15.08,10.571,6.1027,5.5207,2.1328,5.084,2.2928,11.921,5.8095,11.761,5.5707,40.532
1.045,1.07,1.0665,-4.8169,-13.85,-14.57,224.86,43.096,-2.0885,6.1628,0.62234,-1.3717,0.62615,25.566,6.4597,9.6593,3.8194,3.9209,1.9872,7.3782,2.1405,10.646,7.1273,19.878,7.5658,33.789
1.045,1.07,1.059,-5.3469,-14.474,-15.264,248.75,68.444,-5.8429,9.6628,1.6203,0.75603,-0.40611,28.204,14.919,10.499,5.7989,0.82287,2.3209,5.6626,0.61468,14.958,8.8881,7.6814,2.3278,44.79
1.045,1.07,1.0603,-4.959,-13.465,-13.943,231.02,59.084,-2.7862,9.4986,2.2116,0.3865,0.27907,25.484,15.705,4.6257,4.8262,3.1276,2.1971,6.34,1.2664,12.819,7.1325,9.4523,2.8868,41.712
1.045,1.07,1.0592,-4.6942,-12.892,-13.349,218.99,49.714,-2.6079,8.7678,1.7831,-0.24486,0.8008,20.67,14.113,9.0167,7.4662,5.6207,1.5788,5.3358,1.9658,9.684,7.4792,11.326,4.2603,32.978
1.045,1.07,1.0629,-4.7681,-13.409,-13.564,222.45,52.734,-6.3605,5.8256,0.90381,-0.7819,0.80165,21.86,14.478,7.0473,5.664,3.4815,0.86618,9.0671,0.22323,14.334,5.591,9.4428,4.0545,48.595
1.045,1.07,1.0585,-4.7752,-14.643,-15.383,223.61,24.55,-3.5426,7.7243,1.8917,-0.096841,-1.0959,38.966,12.973,8.3934,5.7368,3.2741,2.5565,7.2206,1.7274,19.981,5.399,13.903,6.9229,59.838
1.045,1.07,1.0573,-5.2253,-15.124,-16.085,243.79,48.032,-6.9032,8.8656,1.5843,-0.8077,-1.9065,31.589,13.498,10.709,7.656,6.1868,1.9521,6.9346,1.7864,10.661,3.7097,19.873,4.9481,30.433
1.045,1.07,1.0406,-5.5122,-16.545,-17.558,257.07,44.015,-1.7585,9.9127,2.1058,-0.13871,0.50189,44.808,23.277,7.882,8.3946,3.5245,1.9815,5.442,1.9387,19.916,4.1827,18.393,5.7751,47.929
1.045,1.07,1.0538,-5.1572,-15.157,-15.604,240.33,50.081,-2.6015,4.5867,1.9344,1.0119,0.82224,29.887,20.296,9.4102,2.3266,1.7754,2.2435,5.988,1.6688,22.046,5.7247,14.112,5.2438,63.121
1.045,1.07,1.0452,-5.2261,-15.538,-17.016,243.9,36.461,-5.2559,8.083,0.83163,0.81811,-0.27769,47.116,23.302,10.142,6.0972,3.6114,1.1307,6.0529,1.5002,13.303,6.2251,16.554,3.6748,34.558
1.045,1.07,1.0541,-4.9322,-14.102,-15.045,230.13,42.642,-2.034,8.4157,1.3178,0.97033,-0.09354,34.778,16.62,8.8071,6.8283,4.4327,1.4579,6.9965,1.3383,11.432,3.5248,11.483,5.8242,35.012
1.045,1.07,1.0552,-4.5009,-13.191,-13.87,210.7,28.219,-3.1006,8.529,1.5016,-0.70942,-0.51229,30.197,18.466,7.6158,6.8215,2.179,2.1855,3.8982,1.8037,14.358,8.8229,17.891,2.9935,46.48
1.045,1.07,1.0606,-5.3133,-15.164,-15.93,247.97,52.181,-5.1183,12.489,1.7441,0.065624,-1.5455,27.56,15.15,8.54,3.1235,3.1966,1.0177,6.7638,1.1719,12.726,5.5419,22.247,4.1212,36.299
1.045,1.07,1.0509,-4.8772,-13.973,-14.667,227.59,44.611,-3.6549,7.7471,1.3526,-1.5016,-0.060143,32.216,22.087,8.0032,4.6116,3.2288,2.283,6.6109,1.5323,12.476,6.9262,14.187,5.0768,38.217
1.045,1.07,1.0571,-5.0639,-13.698,-14.473,235.51,62.629,-2.0764,6.9782,2.0643,-0.19915,0.72253,24.621,14.598,6.3328,6.6175,1.1771,1.5192,3.3401,1.5635,11.216,5.6963,18.501,4.5155,34.585
1.045,1.07,1.0573,-5.0122,-14.908,-15.335,234.18,41.213,-4.9428,7.6739,1.6661,0.18208,-1.1004,28.734,15.963,7.0472,5.4598,3.3538,2.0578,8.4416,0.90798,16.527,8.156,20.138,5.2312,48.176
1.045,1.07,1.0529,-4.5695,-13.186,-13.909,213.6,33.22,-3.4863,7.6403,1.5333,1.3776,0.96205,30.616,22.349,7.7628,2.8379,5.6393,1.722,4.0022,1.4501,13.047,5.482,11.673,5.4107,42.768
1.045,1.07,1.0532,-4.8538,-14.105,-15.175,226.77,36.215,-5.3254,8.7326,1.4276,-1.4233,2.4911,33.468,17.157,12.544,5.6002,2.5434,2.1957,4.2111,1.7073,12.026,8.019,18.412,4.0292,35.83
1.045,1.07,1.0585,-4.9566,-14.74,-15.509,231.76,34.333,-3.1641,9.3664,1.1416,1.8999,0.35523,34.365,14.499,8.8215,5.6831,2.6708,1.5482,5.6459,2.2095,19.27,7.1521,14.943,3.3337,57.524
1.045,1.07,1.0615,-4.5774,-12.669,-13.025,213.8,44.975,-1.5724,9.5063,1.9212,-0.69509,-0.5595,26.291,14.9,6.3215,5.9195,3.0398,1.4901,8.0556,1.6673,12.579,4.2893,5.208,4.8337,44.385
1.045,1.07,1.0549,-4.9086,-13.079,-14.065,228.39,58.843,-3.458,7.4726,1.1055,0.35144,-0.80426,30.458,16.286,9.0005,9.2027,4.1974,1.5973,5.85,1.6964,7.0485,2.4921,5.2254,4.4081,23.001
1.045,1.07,1.0589,-4.4166,-13.232,-14.166,207.16,17.169,-3.3345,9.9535,2.1138,-0.39708,0.32045,38.101,13.429,7.544,5.993,2.7629,0.88773,5.7167,1.9517,14.223,5.7906,14,6.5899,46.623
1.045,1.07,1.0607,-4.5065,-13.516,-14.048,211.32,23.64,-4.8158,9.5959,1.5436,-0.47689,0.025414,27.606,14.967,11.473,6.1097,3.2884,2.4174,6.2311,0.94666,15.635,5.5581,15.843,2.7396,51.629
1.045,1.07,1.0525,-5.2144,-14.935,-15.589,243.1,52.945,-4.5722,8.7552,1.3115,0.20757,0.3351,33.271,16.802,6.0966,8.7349,4.3744,2.0048,6.5509,1.2639,15.851,6.4381,13.475,4.6542,45.953
1.045,1.07,1.0531,-5.2613,-14.862,-15.792,245.03,55.227,-3.3081,8.287,1.4977,0.60674,0.52251,36.536,13.475,9.0807,7.7308,3.1403,1.1462,4.2545,1.8944,17.853,8.0306,8.2645,8.6528,51.502
1.045,1.07,1.0618,-4.6131,-13.542,-14.338,215.62,32.338,-4.4793,5.2243,1.8597,0.45025,0.22591,31.918,11.278,8.4405,7.5616,3.222,1.8951,6.6249,2.919,13.919,4.3557,14.589,3.7249,45.798
1.045,1.07,1.0497,-6.3577,-18.198,-19.42,294.5,84.155,-3.2064,1.6314,2.3393,1.6943,-0.53125,40.004,16.034,9.8873,5.2221,3.2877,2.021,8.8102,2.3849,17.534,5.3233,19.534,4.9133,39.102
1.045,1.07,1.0591,-4.9988,-14.39,-15.053,233.29,45.971,-4.4623,7.9628,1.0867,1.4024,1.7198,25.492,14.8,10.24,3.3957,4.6437,1.0453,5.0195,1.3311,14.566,6.4667,17.349,5.6207,44.32
1.045,1.07,1.0636,-5.1544,-14.541,-15.275,240.36,54.029,-5.649,9.4881,2.0677,-1.0791,1.6203,24.73,6.8039,10.563,7.3198,1.5846,2.1897,8.1307,1.6111,10.596,2.7692,20.894,6.0286,31.756
1.045,1.07,1.0639,-4.615,-13.562,-13.682,216.24,32.143,-2.7781,11.471,1.9714,2.8191,0.73774,14.251,14.412,11.974,4.6604,4.0178,2.159,5.3096,1.4877,16.695,3.4407,18.57,2.194,55.325
1.045,1.07,1.0612,-5.154,-14.895,-15.902,240.68,43.591,-3.7632,10.951,1.3026,0.20206,-1.2654,32.313,14.523,10.119,2.7482,3.067,2.5352,7.0449,1.6517,12.094,5.1349,19.925,2.5333,35.397
1.045,1.07,1.0418,-4.8299,-14.067,-14.665,225.29,41.117,-1.6168,5.7526,1.6159,0.95421,0.68019,31.689,26.128,5.1184,9.7787,6.316,1.5679,5.2015,1.4779,12.168,4.0722,17.037,4.8488,34.808
1.045,1.07,1.0633,-4.483,-12.924,-13.692,209.95,28.403,-1.7734,10.589,1.7634,-0.32841,-2.0706,32.714,12.02,9.9328,5.3153,4.1212,1.4981,7.3729,1.5474,12.347,4.6607,6.6207,6.3179,43.087
1.045,1.07,1.0618,-5.0453,-14.117,-14.622,235.08,56.711,-2.2119,7.2325,1.1636,-0.35875,-1.6131,22.822,12.818,10.843,7.7673,2.509,1.2543,4.395,1.3066,16.841,7.03,13.331,2.1604,52.699
1.045,1.07,1.0622,-4.5889,-13.199,-13.931,214.61,34.311,-4.5777,7.988,0.58154,1.2094,1.3302,33.554,12.52,5.627,6.4413,3.8715,0.57918,5.5771,2.5982,15.613,5.4467,8.2242,3.8475,53.557
1.045,1.07,1.0717,-4.7963,-12.794,-12.583,223.38,67.383,-3.2119,7.3651,2.2184,-1.2651,0.42195,9.4015,6.2298,8.4024,4.8424,4.2333,2.7766,6.2145,2.3606,16.241,6.6237,5.8663,5.2046,56.578
1.045,1.07,1.0549,-4.3417,-12.314,-12.372,203.23,36.396,-5.4076,8.9827,1.701,-0.15523,-0.17995,21.663,20.934,6.9984,7.0976,3.9854,2.057,7.265,1.8058,13.126,6.135,7.3153,5.1593,47.549
1.045,1.07,1.0498,-5.2284,-14.685,-15.874,243.28,55.206,-3.6186,6.1234,1.3556,0.65567,-1.185,38.918,19.421,8.5765,6.6872,3.1564,2.2612,5.1954,1.071,12.754,8.3522,11.081,4.8313,36.598
1.045,1.07,1.0627,-5.4746,-15.57,-17.013,254.73,56.257,-5.8926,5.9747,2.2929,1.6081,-0.20068,35.8,9.366,13.77,3.7388,1.5447,1.3221,9.0443,1.4823,9.6489,7.9081,18.113,3.4066,26.628
1.045,1.07,1.051,-5.1978,-15.213,-16.476,242.53,41.299,-4.8546,8.8399,1.8666,-0.28807,-1.9922,42.645,18.441,13.28,6.1627,3.7373,1.3623,6.7803,1.181,14.446,5.8095,10.315,6.1882,40.226
1.045,1.07,1.0532,-5.4329,-15.256,-16.56,252.91,56.161,-3.3254,9.5066,1.2146,2.8246,-0.77219,36.234,16.378,9.0912,6.2875,3.6576,0.652,7.8393,2.6106,8.1823,5.5012,16.759,4.7758,22.563
1.045,1.07,1.0538,-5.1877,-14.478,-15.249,241.44,58.812,-2.6441,7.388,2.5974,-0.95127,-0.13686,24.181,21.751,8.5565,1.2096,4.448,0.047919,5.5197,1.963,8.1858,6.5616,23.64,5.0395,23.342
1.045,1.07,1.0551,-4.8128,-13.835,-13.957,225.01,43.385,-3.1856,11.384,1.8982,0.81384,-0.015754,21.103,16.421,7.3564,8.8841,2.6764,1.5807,9.7267,1.6999,12.482,1.2898,16.294,7.3023,39.374
1.045,1.07,1.0499,-5.0712,-14.541,-14.235,236.55,58.046,-4.185,8.7102,1.6959,-0.32322,-0.78666,12.65,21.644,11.857,8.3022,3.6691,2.7838,8.2751,2.0359,16.894,1.7288,15.71,7.5013,50.028
1.045,1.07,1.0487,-4.5368,-12.917,-13.397,211.96,38.561,-6.0305,7.2279,2.0748,0.058284,-0.23323,22.739,23.542,5.8934,7.769,2.9733,2.5326,4.6302,1.2474,8.8755,6.7674,22.234,4.6265,27.361
1.045,1.07,1.0522,-4.1902,-12.457,-12.707,196.53,21.159,-1.4626,8.0143,1.0702,-0.39494,-0.041936,24.385,19.924,9.5926,10.007,5.5302,1.6882,5.1705,1.3029,13.742,6.9479,12.14,4.5167,47.276
1.045,1.07,1.0464,-5.9285,-16.07,-17.604,274.86,80.583,-4.4359,7.5126,2.3324,-1.0518,1.4376,37.069,19.496,13.669,5.7994,3.0575,1.5349,7.9026,1.051,4.981,6.8312,15.848,4.5784,12.465
1.045,1.07,1.0618,-4.8399,-13.767,-14.052,225.79,50.206,-4.4837,6.0422,1.4632,0.085225,-0.82407,14.138,11.931,8.3165,7.8175,4.9826,1.7553,5.9315,1.2007,10.18,5.6732,25.732,4.4324,31.412
1.045,1.07,1.0623,-3.9493,-11.855,-12.243,185.45,12.672,-1.6886,5.866,2.1313,1.4705,1.7603,24.314,11.158,7.7133,6.042,4.405,2.1971,3.5416,1.5814,15.556,4.054,13.56,8.2392,57.66
1.045,1.07,1.0534,-4.855,-13.777,-13.901,226.28,54.188,-5.0484,4.7691,1.5782,-0.90645,1.8681,19.862,21.479,10.849,4.977,2.7678,1.3103,9.1432,2.5737,13.343,5.0137,12.34,4.9365,42.507
1.045,1.07,1.0514,-5.2501,-15.183,-15.27,244.68,58.796,-4.8284,6.6424,0.33719,0.41909,0.18827,20.45,18.615,7.5159,7.0533,3.8009,2.5744,8.8731,1.1037,15.274,7.331,20.858,7.2808,42.662
1.045,1.07,1.0623,-4.6181,-13.026,-14.448,215.26,37.225,-3.6188,2.7172,1.7093,1.4807,0.49689,38.127,11.167,9.6527,5.9104,2.742,1.6166,6.6731,2.4215,7.5997,4.9941,10.245,2.6004,25.477
1.045,1.07,1.0497,-5.2578,-15.112,-15.927,245.09,51.582,-4.742,8.9587,1.5904,0.04845,2.3034,38.53,22.162,8.803,2.3002,3.6368,2.4527,7.2914,1.6001,17.1,2.9496,7.4612,6.4795,48.682
1.045,1.07,1.052,-4.7159,-12.985,-13.569,219.89,50.204,-5.3342,7.4779,1.5654,-1.0134,0.38436,24.841,20.134,8.2776,6.6705,3.9847,2.6094,4.0069,1.8159,10.414,4.1022,12.463,6.332,34.414
1.045,1.07,1.0502,-5.3591,-15.813,-16.813,249.78,46.568,-1.7599,7.4254,1.8882,0.85154,0.17768,34.165,19.39,10.76,5.9821,3.1042,2.1988,6.6282,2.6045,14.081,4.2582,23.61,2.7914,36.522
