V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,Q13,P14,Q14,LoadMargin
1.045,1.07,1.051,-4.3972,-16.849,-18.532,229.43,25.193,-4.6399,9.5106,0.97566,0.14052,-1.6814,32.732,10.81,6.5129,7.4925,4.8587,2.2929,6.6664,0.78175,27.142,7.2835,12.818,0.2753,18.512
1.045,1.07,1.0393,-4.5515,-16.588,-19.041,236.61,42.808,-5.5595,4.4411,1.5944,0.17773,0.39643,39.008,16.722,10.139,5.947,2.2328,1.2949,5.1956,1.4927,13.362,5.6455,15.286,5.4443,33.648
1.045,1.07,1.0507,-4.2903,-15.577,-17.49,223.43,34.123,-2.9434,9.447,2.6598,1.1697,0.19425,27.765,10.528,8.1164,7.2442,3.1591,2.3767,6.8632,0.99185,11.419,1.7632,19.253,4.8452,34.525
1.045,1.07,1.0455,-4.4571,-16.364,-17.732,231.8,48.21,-2.6023,4.3949,1.515,-2.2538,1.3172,21.161,12.218,9.6643,5.062,4.9868,1.4062,7.7928,1.7044,16.052,7.8768,18.055,6.6792,31.102
1.045,1.07,1.0346,-4.3562,-15.832,-17.424,226.68,40.938,-4.7298,8.455,1.5665,-0.52011,0.70495,32.934,20.485,9.7056,6.032,1.1196,1.9563,9.7622,1.6231,13.27,9.4293,8.4089,7.6141,34.287
1.045,1.07,1.0265,-4.9747,-18.4,-21.351,258.52,42.337,-4.4666,9.7013,1.7742,1.4692,0.46035,55.819,22.137,8.3107,5.973,4.3668,1.7869,5.5849,1.9842,16.9,6.4879,7.2442,5.8237,24.308
1.045,1.07,1.0495,-4.022,-14.5,-15.468,209.5,36.21,-1.6048,8.7213,1.4251,0.59942,1.8954,8.9516,14.804,14.849,6.7811,4.8995,2.0659,5.3294,1.4609,13.982,2.347,15.48,4.654,13.068
1.045,1.07,1.0422,-4.8274,-16.914,-19.208,250.79,62.088,-5.0808,8.2481,1.5429,-0.65469,0.72868,34.529,14.575,8.614,5.2441,3.1262,2.1763,6.9504,1.2599,6.7432,6.9655,15.782,5.0375,30.913
1.045,1.07,1.0416,-5.016,-18.194,-20.4,260.49,61.507,-3.2357,5.3811,1.5622,-0.16673,-0.45006,33.433,14.77,6.271,4.1258,2.8801,1.8866,7.2367,1.791,16.859,4.3359,19.546,5.2803,29.536
1.045,1.07,1.0242,-4.6681,-17.121,-19.013,242.69,46.468,-5.4531,8.7205,1.2492,-1.4718,1.8408,35.065,28.659,9.8537,7.8751,3.7733,2.4923,6.3122,1.8333,15.066,4.9033,14.187,3.8655,30.04
1.045,1.07,1.0445,-4.0629,-14.755,-16.578,211.68,28.52,-4.3152,8.5253,0.84843,-0.25138,0.52403,32.343,16.184,9.5536,5.8127,4.4685,1.0582,6.2114,1.495,9.4482,8.6421,12.29,4.9964,38.7
1.045,1.07,1.037,-4.4334,-16.362,-18.387,230.69,35.702,-4.1644,7.8966,2.2872,-0.56854,1.144,33.158,16.423,10.777,6.2347,3.7193,2.1078,6.1146,1.1348,12.733,9.3638,17.759,6.292,14.764
1.045,1.07,1.0391,-4.266,-15.682,-17.243,222.11,36.301,-5.5692,7.3704,1.8033,-0.99251,0.2357,31.91,15.363,4.7002,8.9125,1.9345,1.8896,10.001,1.7911,12.762,9.1795,15.789,6.9084,19.515
1.045,1.07,1.0459,-4.3272,-15.236,-17.179,225.2,45.446,-5.5864,8.8254,1.3103,-1.5295,-0.14438,25.109,13.386,13.445,7.2213,3.3699,1.2807,5.7522,0.80525,3.6635,7.3324,18.998,5.6333,20.946
1.045,1.07,1.0378,-4.4679,-16.142,-17.638,232.34,45.384,-0.52657,9.5356,2.0471,0.81202,0.402,18.693,18.172,11.876,7.1005,3.1628,1.6527,4.3868,1.118,15.135,6.2526,19.714,5.7542,27.227
1.045,1.07,1.044,-3.8983,-13.61,-14.961,203,34.446,-2.5152,10.478,1.6173,-0.15607,-1.3738,21.255,20.466,6.268,6.2685,3.258,2.011,5.3306,1.5512,5.2531,5.0156,17.381,5.2413,29.805
1.045,1.07,1.0421,-4.4086,-15.867,-17.281,229.39,47.076,-4.5754,7.9106,1.3751,1.5675,1.083,22.476,17.882,9.3185,4.5265,3.9299,1.3253,9.2131,2.2755,10.913,7.3803,14.176,6.3106,21.642
1.045,1.07,1.0494,-4.6659,-16.317,-17.848,242.53,64.828,-4.4576,7.3396,1.3871,-0.62163,0.44727,16.419,12.057,9.5533,5.0842,4.0748,2.1294,5.56,1.9065,11.398,5.7983,19.415,4.2989,35.692
1.045,1.07,1.044,-4.5231,-16.067,-17.618,235.39,52.417,-5.7933,9.7499,1.1314,0.15326,0.55134,26.697,17.744,7.6575,4.6795,2.7515,1.7346,8.6506,1.7841,12.627,5.2553,11.332,5.3791,27.494
1.045,1.07,1.0455,-4.8309,-18.381,-20.635,251.39,39.175,-4.4995,5.3401,1.3442,2.0689,0.72033,33.579,11.756,10.177,2.7636,4.2023,1.385,7.9649,1.858,21.519,6.5245,20.512,3.8167,16.645
1.045,1.07,1.054,-4.2146,-14.479,-15.929,219.39,52.078,-4.2804,9.3666,0.62128,-2.269,-0.39159,23.771,12.766,5.763,2.3586,0.5269,2.0213,6.4664,1.1368,10.958,4.0847,11.417,7.3669,25.525
1.045,1.07,1.0454,-4.3363,-15.637,-17.127,225.73,42.277,-3.3916,9.0412,1.6562,0.70991,1.1072,23.759,13.358,8.3833,4.8313,4.1741,2.2207,3.6518,1.6673,18.315,9.6294,12.67,5.4424,22.645
1.045,1.07,1.0413,-5.3327,-19.553,-22.537,276.76,62.158,-3.4048,4.5288,1.5235,0.10346,-1.4219,43.145,7.5714,11.977,6.0876,3.3703,2.0232,7.2473,1.9523,15.232,6.3552,19.027,6.6662,30.205
1.045,1.07,1.0395,-4.801,-16.881,-18.846,249.49,62.226,-3.4707,8.8957,-0.23084,0.17696,0.046816,28.718,16.158,10.399,6.2462,4.8716,2.0928,6.3821,1.76,8.3575,6.8172,14.277,6.3269,34.564
1.045,1.07,1.0368,-4.4116,-16.612,-18.59,229.77,28.208,-3.4343,9.063,1.3516,0.26224,-0.20089,39.555,16.133,8.734,9.4614,4.1865,2.3425,6.3516,1.8338,20.395,6.431,9.7317,5.5416,20.771
1.045,1.07,1.0512,-4.2292,-15.564,-16.913,220.46,34.403,-3.9547,9.6817,1.8262,-1.1819,1.1418,26.065,10.228,5.5588,6.5523,2.0385,1.7854,6.8396,1.9851,21.994,7.796,12.708,3.2629,22.012
1.045,1.07,1.06,-3.8489,-13.64,-14.842,200.51,35.984,-4.6733,5.4496,1.7371,-0.065046,0.39609,10.63,8.2001,9.3454,1.587,3.1954,0.65533,3.8496,1.6103,11.588,7.271,20.689,6.9225,36.725
1.045,1.07,1.036,-4.785,-17.484,-20.57,248.54,41.905,-1.8921,6.3906,2.3891,-0.118,-1.5962,48.855,14.366,6.7465,7.7726,3.746,3.2402,3.7657,0.33199,10.146,3.7293,21.458,6.1184,24.258
1.045,1.07,1.0507,-3.7535,-13.732,-15.141,195.38,25.784,-2.9433,2.25,2.1749,-0.82052,1.0592,22.541,13.713,9.58,6.2654,4.4734,1.3188,5.7779,1.8251,11.239,9.0316,15.431,2.2801,40.517
1.045,1.07,1.0292,-4.408,-15.581,-17.322,228.97,50.726,-4.9883,6.3444,2.2462,0.31129,-0.32032,31.836,25.567,8.1111,6.7953,4.574,2.2573,4.5524,1.1361,9.9455,8.6581,9.8564,6.7043,23.108
1.045,1.07,1.0241,-4.7773,-17.842,-19.915,248.47,40.804,-3.0991,10.852,1.1709,-1.9449,0.91647,37.666,25.18,11.872,8.8398,4.3179,1.9524,6.7083,1.892,16.212,6.7442,16.247,4.3183,17.153
1.045,1.07,1.0421,-4.4319,-16.63,-18.184,230.9,33.499,-3.4581,9.6947,2.163,-0.62165,-1.5636,28.911,16.316,7.8702,7.6036,4.0924,1.4992,6.8628,1.2337,21.748,4.7591,15.159,5.086,20.895
1.045,1.07,1.0337,-4.1346,-15.352,-17.06,215.56,23.274,-6.096,11.043,1.0649,1.3154,0.010022,27.338,22.172,12.182,8.1794,3.1315,2.3332,4.5554,1.2098,13.786,7.2238,17.436,5.7095,23.927
1.045,1.07,1.0406,-3.999,-13.839,-15.512,207.92,41.937,-4.9087,6.2505,2.1967,-0.52923,-1.2235,25.223,23.074,10.492,6.5885,4.2874,2.3556,2.7268,2.1664,5.6246,3.186,12.001,4.8183,40.55
1.045,1.07,1.0239,-4.2383,-16.065,-18.322,220.62,20.085,-5.0289,7.2071,1.7117,0.060861,0.38928,43.38,26.882,9.2705,8.3998,3.449,2.9245,7.5756,1.1686,10.229,7.1946,17.253,5.7247,11.568
1.045,1.07,1.0389,-5.1098,-17.701,-19.406,265.33,76.605,-3.7741,11.84,1.8443,2.1377,-0.46903,25.305,17.091,10.315,7.3471,2.8429,2.2632,8.2566,0.72213,12.44,8.1129,8.3085,3.8536,25.566
1.045,1.07,1.05,-4.2289,-15.429,-17.339,220.24,34.691,-5.4665,6.3012,1.3546,-0.22412,1.3894,32.815,10.703,8.058,5.001,4.8817,1.3618,5.7675,1.7567,13.97,6.8103,12.228,5.7609,34.444
1.045,1.07,1.0253,-5.5508,-20.456,-23.774,287.92,61.725,-4.5714,7.673,1.1135,0.097421,1.5726,50.838,14.947,11.562,7.5654,3.2073,2.2885,10.547,2.0922,7.213,6.9305,23.449,7.7636,35.99
1.045,1.07,1.0464,-4.2595,-15.803,-17.571,222.05,27.26,-3.4077,10.975,2.0532,0.4686,-1.0733,33.193,15.744,7.5697,5.7277,3.2103,2.042,8.7947,2.4897,15.659,3.2536,12.958,4.8277,26.779
1.045,1.07,1.042,-4.3308,-15.983,-17.97,225.32,34.921,-4.0183,4.7402,1.5364,1.9718,0.2853,29.644,18.481,8.3113,5.5601,2.7838,1.5147,2.9722,1.8865,19.458,3.9919,17.549,3.1071,20.715
1.045,1.07,1.0334,-4.5328,-16.794,-19.066,235.59,38.158,-2.1664,5.1147,1.735,-0.18021,-0.51913,39.17,20.321,10.366,7.283,2.6081,1.4026,8.0519,0.80435,12.016,7.6725,16.381,4.6996,30.546
1.045,1.07,1.0322,-4.3851,-16.024,-17.801,228.21,37.929,-5.419,8.9429,1.6821,0.45971,0.21272,29.668,23.063,9.3276,6.4972,2.9899,1.3479,9.0602,2.1151,7.6241,5.8469,19.396,7.8161,22.245
1.045,1.07,1.041,-4.5072,-16.531,-18.243,234.59,42.163,-2.5954,8.9428,0.67252,-1.3021,1.7821,29.659,16.511,4.8903,5.517,3.0899,2.0269,6.8184,1.4012,16.604,5.8604,19.709,4.5875,19.359
1.045,1.07,1.049,-4.2465,-14.795,-16.737,220.76,47.189,-2.8815,5.9634,1.4482,0.16348,1.0599,36.277,12.758,8.7832,4.1747,2.7554,1.9827,5.9417,1.8382,11.62,4.3267,0.7317,7.2838,22.179
1.045,1.07,1.0512,-3.9986,-14.772,-16.389,208.53,25.964,-6.4934,6.9971,1.1045,-1.3401,-0.17072,30.779,12.294,5.2537,6.434,3.6815,1.5661,6.1534,1.6287,16.534,6.6049,13.878,4.0915,10.344
1.045,1.07,1.0351,-5.1417,-18.308,-20.752,266.9,66.63,-3.7367,8.2372,1.3124,0.096686,0.035266,40.46,19.867,11.419,4.7501,2.4487,0.52416,5.6421,2.035,17.367,4.3635,6.7945,5.3845,28.248
1.045,1.07,1.0545,-4.1352,-14.185,-16.005,215.07,47.25,-2.7291,6.8505,1.3258,0.23774,-0.48228,29.847,9.4774,7.2557,5.4084,3.4324,2.1643,3.6631,2.1475,10.411,2.2789,5.4901,7.4625,23.611
1.045,1.07,1.0508,-3.9205,-14.228,-15.597,204.54,27.026,-6.5918,10.208,1.7433,-1.834,-0.10704,22.389,12.409,7.5068,8.2405,3.043,2.0961,5.2319,1.2729,13.497,5.6101,17.41,4.4991,27.604
1.045,1.07,1.0467,-4.5779,-16.133,-18.343,237.94,53.985,-4.3798,5.9909,1.2338,0.40218,-1.1104,32.109,11.689,7.0617,7.3209,4.2115,1.6047,3.508,1.0375,11.034,3.5997,15.815,6.3293,13.922
1.045,1.07,1.0508,-5.0708,-17.73,-19.596,263.37,73.752,-2.0316,9.571,1.8205,0.020471,0.2959,20.994,9.4549,8.4453,4.1026,3.7292,1.5285,3.9489,1.7309,17.011,4.4266,18.302,3.6774,32.795
1.045,1.07,1.0409,-4.7713,-17.673,-20.122,248.05,44.138,-3.7228,5.5817,1.878,0.20539,-0.84883,43.065,15.957,7.0774,4.3148,4.3719,1.683,7.5725,1.7644,16.487,4.4404,14.036,5.2629,8.7959
1.045,1.07,1.0428,-4.4642,-16.204,-17.793,232.47,41.993,-3.6166,11.506,1.8157,-0.48271,0.61613,25.702,13.839,7.6045,10.32,3.0205,0.80756,10.094,2.2774,9.8391,4.9548,19.938,4.7019,37.512
1.045,1.07,1.04,-4.5408,-16.816,-18.836,236.25,39.457,-5.2353,6.517,2.4852,0.75754,-0.48842,31.239,16.149,8.1499,5.5505,2.5057,2.3062,7.3128,1.2483,14.766,7.2034,21.192,5.415,46.234
1.045,1.07,1.0501,-4.05,-14.899,-16.837,211.06,25.878,-5.6889,6.4884,1.8199,-0.55571,-1.2462,37.156,15.178,8.0863,5.5189,4.1457,2.6538,6.6451,0.61363,14.48,3.4229,8.2795,3.8609,40.717
1.045,1.07,1.0343,-4.689,-16.582,-17.595,243.69,66.335,-5.8395,8.0472,1.3801,-0.036488,-1.001,22.889,25.291,4.0571,8.4674,4.1848,1.7796,9.6725,0.99838,16.009,3.8624,7.9865,4.8296,34.932
1.045,1.07,1.0384,-4.3593,-15.58,-17.149,226.55,49.052,-4.5954,4.4445,1.9945,1.8464,-0.97875,20.376,20.851,10.123,7.6137,2.1091,0.47543,5.1664,0.49254,12.764,5.0583,17.932,5.7461,20.599
1.045,1.07,1.0499,-4.0236,-14.673,-16.534,209.62,27.264,-2.7431,7.6478,1.8562,-2.9481,-0.31916,37.873,14.212,5.0176,3.8299,4.6323,1.0483,4.2379,1.5494,16.263,4.4493,9.1824,5.9144,33.337
1.045,1.07,1.0497,-4.0975,-14.95,-17.303,213.47,25.53,-6.3684,6.6928,1.8953,-0.28829,0.4929,41.852,13.556,11.794,3.4016,0.8292,1.3933,2.3946,1.8861,19.574,5.6371,4.0967,4.3945,29.223
1.045,1.07,1.0306,-4.6179,-17.334,-18.815,240.22,43.228,-5.6108,6.5633,1.8699,0.24338,0.89064,28.421,21.735,11.637,6.8336,4.2418,2.2705,7.329,1.352,22.172,9.4759,11.316,5.9691,20.342
1.045,1.07,1.0479,-4.4443,-15.933,-18.491,231.38,36.627,-3.6697,10.766,1.7039,-1.087,0.60166,37.461,7.1483,8.1787,7.6194,2.829,2.451,4.5396,2.3945,6.7092,5.5631,22.233,5.9113,22.682
1.045,1.07,1.0327,-4.7526,-17.116,-19.524,247.04,47.447,-3.4132,10.775,2.2606,-0.7722,-0.55173,44.485,23.066,8.3829,7.2276,2.0963,2.2417,6.5282,1.2607,13.78,2.7277,9.4631,3.9705,22.416
1.045,1.07,1.0383,-4.4488,-16.398,-18.298,231.52,39.44,-5.0687,6.6756,1.3048,-1.2252,-0.83542,40.422,20.239,6.1468,7.9464,4.2189,1.7034,8.0456,1.5406,17.19,5.9059,7.4897,3.1351,39.098
1.045,1.07,1.0406,-4.3456,-16.465,-18.078,226.46,27.786,-3.6143,8.8752,1.5885,0.5446,-1.0183,21.802,18.308,13.471,5.2561,4.4082,0.72899,6.9134,2.248,16.019,8.689,23.278,3.861,34.051
1.045,1.07,1.0478,-4.809,-16.415,-18.743,249.83,66.878,-3.7625,10.155,1.0545,-1.1423,2.0569,34.461,15.423,9.8163,1.1384,2.9926,1.5332,5.2408,0.83091,6.3645,4.1792,10.219,4.296,36.829
1.045,1.07,1.0444,-4.8125,-17.069,-19.28,250,59.647,-3.7286,6.4834,1.2432,1.4183,1.0435,38.232,11.247,7.4464,3.7697,5.3719,1.5034,4.3917,2.3492,16.919,5.9338,4.6695,8.5132,33.999
1.045,1.07,1.0432,-4.6483,-17.314,-19.767,241.89,37.035,-3.9343,6.9361,1.2721,0.14287,-0.41292,39.747,12.832,6.7715,5.7164,5.3044,2.2829,6.0245,2.4077,14.572,7.6414,20.419,2.9132,20.128
1.045,1.07,1.052,-4.3936,-15.635,-17.667,228.41,47.341,-2.3551,4.6062,1.9943,0.46665,-1.0985,29.028,10.992,9.4513,3.8989,1.7066,2.4301,6.0591,2.3405,12.4,5.2791,14.625,4.1868,16.989
1.045,1.07,1.0404,-4.6216,-16.382,-18.466,240.11,55.536,-5.9063,5.7893,2.4569,-0.40689,1.4105,35.241,18.354,7.1024,2.1972,2.4375,2.4486,5.8859,2.149,13.082,4.1162,11.31,7.6709,36.954
1.045,1.07,1.037,-4.6226,-16.774,-18.721,240.45,45.361,-3.0864,10.172,1.7782,-0.095436,0.10858,29.258,21.905,13.715,2.7651,2.5616,2.8518,7.1238,1.2166,12.501,4.6091,15.625,5.8137,30.896
1.045,1.07,1.0509,-4.3392,-14.73,-16.385,225.61,58.448,-4.4292,8.5491,1.675,-1.5671,0.6522,21.778,15.535,9.5685,3.6661,2.87,1.6985,5.3547,1.3782,5.2541,2.2402,13.527,5.1322,14.072
1.045,1.07,1.046,-4.4332,-16.55,-17.915,230.83,39.902,-3.8647,6.5265,1.7254,-0.17231,1.6055,25.581,13.613,6.869,6.4289,3.9916,1.8603,7.3769,1.7215,24.103,2.9346,12.885,5.2191,32.879
1.045,1.07,1.0416,-3.7443,-13.618,-15.174,194.9,22.25,-2.8867,4.7985,1.7879,0.83206,0.5273,23.334,17.259,11.768,7.8028,3.0633,1.7832,4.7911,2.0207,8.4215,5.2797,16.648,7.828,23.681
1.045,1.07,1.0462,-4.2954,-15.078,-17.055,223.39,45.788,-3.2277,7.5334,1.6191,-1.6346,-0.73737,30.054,12.957,11.243,8.3612,4.6117,1.3835,1.4359,2.4155,12.128,3.9231,10.381,5.8449,22.754
1.045,1.07,1.0389,-4.6368,-17.59,-19.714,241.36,34.349,-5.2371,6.9217,2.1293,-0.086691,0.095329,31.168,16.603,13.803,6.756,4.7747,2.6937,7.1417,0.99264,16.578,6.4293,21.615,2.7962,22.747
1.045,1.07,1.0407,-4.1901,-14.527,-15.976,217.96,46.446,-3.4552,10.004,1.4322,1.2437,1.7158,23.205,18.959,8.366,7.9883,2.6197,1.5073,3.1641,0.99755,12.231,5.4673,9.5168,5.2827,22.439
1.045,1.07,1.0416,-4.2418,-15.5,-17.317,220.83,31.657,-1.5193,9.8663,2.3219,-0.95101,1.1064,27.081,15.354,8.3849,8.2957,1.8424,1.8452,7.3504,2.4014,9.3117,4.0194,24.183,4.8405,53.12
1.045,1.07,1.0381,-4.3216,-15.682,-17.402,224.44,45.118,-2.0341,1.3591,1.7703,1.2609,0.75285,21.535,20.129,11.787,6.5994,2.1054,2.5246,6.793,2.2747,10.764,1.2846,21.125,6.031,14.052
1.045,1.07,1.0309,-4.9409,-18.073,-20.017,256.84,53.704,-4.3514,10.177,1.1803,0.96219,1.4534,30.469,22.235,11.283,5.3646,1.9288,2.4563,6.679,1.2317,18.804,6.7685,15.865,4.54,31.46
1.045,1.07,1.0293,-4.7167,-17.372,-19.538,245.13,44.658,-3.4943,7.3282,1.4959,0.98285,1.5235,35.263,24.38,7.4657,3.3838,3.2717,1.1362,4.6483,0.98809,16.486,6.9599,19.484,5.9411,40.898
1.045,1.07,1.0297,-4.6661,-16.812,-18.977,242.37,51.678,-4.9846,5.786,1.6209,-0.64421,-0.072768,38.581,23.736,6.6964,6.301,4.0676,2.1879,7.6896,1.254,8.2869,6.4484,15.726,6.5846,32.195
1.045,1.07,1.0511,-3.3346,-12.08,-12.91,173.97,13.855,-3.1728,7.1107,1.1503,-1.6534,-0.17624,14.947,14.75,8.9374,7.7279,3.3876,1.9654,5.2283,2.1601,10.725,4.1829,14.554,7.2379,26.633
1.045,1.07,1.0386,-4.8409,-17.25,-18.445,251.39,69.23,-3.8136,6.6417,2.5017,-0.91988,1.6984,15.982,19.81,8.2727,3.897,3.0017,1.9888,5.5985,0.95383,20.527,5.9107,16.682,5.0514,18.928
1.045,1.07,1.0533,-4.2108,-15.225,-16.1,219.37,44.386,-4.1195,8.4422,2.1403,-1.2483,-0.40126,12.77,11.824,13.582,6.1127,2.6679,2.4865,8.6669,1.4097,18.711,5.083,9.635,4.6944,30.958
1.045,1.07,1.0406,-4.5359,-16.023,-17.903,235.8,54.356,-5.7105,6.6017,0.97982,0.50171,-1.1188,30.636,20.448,7.6333,6.3461,4.2061,2.2136,4.1711,1.213,13.767,3.0647,10.508,4.5835,35.167
1.045,1.07,1.0482,-4.4683,-16.886,-18.929,232.72,32.723,-5.4462,5.0044,1.4617,0.12812,-0.46073,37.306,13.383,7.56,3.2456,3.2731,2.969,9.7404,1.2375,18.839,6.7224,14.365,3.0782,29.646
1.045,1.07,1.0446,-4.9098,-18.432,-21.169,255.55,38.078,-5.2334,9.0382,1.8489,1.3003,-0.82596,40.203,9.6322,12.426,5.9189,2.9961,2.0706,5.9619,1.6722,18.944,4.9133,19.618,4.3279,42.718
1.045,1.07,1.0411,-4.8837,-17.236,-19.747,253.59,61.49,-4.7352,6.429,2.0031,-0.13543,-0.65971,35.913,17.047,11.155,4.1684,4.0728,1.463,4.234,2.5061,10.043,5.0487,14.543,4.3737,33.705
1.045,1.07,1.0391,-4.4547,-16.043,-18.081,231.67,43.883,-3.6409,7.307,1.5638,-0.52177,-1.843,34.87,19.447,10.012,8.3544,3.8357,1.9323,5.5711,1.5467,12.389,6.7254,11.346,2.5081,31.26
1.045,1.07,1.0371,-5.2496,-18.227,-20.005,272.4,83.286,-3.5656,9.4515,0.66143,0.57285,-0.12561,25.215,17.325,8.0184,4.515,3.0736,1.2759,6.7448,2.0521,14.062,7.6308,13.243,6.9813,37.207
1.045,1.07,1.0314,-4.3151,-15.714,-17.639,224.43,35.695,-3.396,7.8292,1.5148,1.1278,1.7304,29.976,20.326,11.499,8.4447,4.1796,2.7417,1.3933,1.2371,15.165,6.627,14.998,6.9251,24.044
1.045,1.07,1.0457,-4.4657,-15.924,-17.812,232.46,44.136,-3.1991,11.448,1.8443,-0.11495,-0.43525,29.098,14.035,10.724,6.058,3.4739,1.6536,4.9918,2.1772,13.065,5.504,12.612,5.2087,37.824
1.045,1.07,1.0522,-4.1758,-14.523,-15.857,217.37,48.214,-3.7596,9.2192,1.7404,-1.5146,-0.73736,20.147,10.482,6.3664,8.1022,3.4193,1.6268,3.2531,2.0352,14.222,5.7273,12.751,4.9037,32.173
1.045,1.07,1.0436,-4.2935,-15.813,-18.258,223.48,28.185,-4.2787,6.8674,2.4773,0.59181,-0.096827,43.175,14.589,7.065,5.4898,3.2797,2.0572,8.2205,1.7356,8.386,6.3815,15.66,5.0251,22.04
1.045,1.07,1.0433,-4.5739,-16.146,-18.05,237.7,54.633,-3.3102,7.1335,1.9447,1.0907,-0.8092,32.154,18.815,7.6555,7.0065,3.3688,1.6627,7.4129,1.6916,11.47,5.6972,9.2538,0.92768,32.754
1.045,1.07,1.0408,-4.2079,-15.414,-17.388,219,31.066,-2.4141,6.9036,1.265,0.37773,-0.55334,35.054,19.414,7.7223,5.9146,4.3242,2.3028,4.5673,2.188,14.46,5.4104,12.902,3.6957,24.328
1.045,1.07,1.0571,-4.0894,-15.183,-17.399,213.41,17.299,-4.9762,10.8,2.2123,0.56473,1.4039,32.039,6.9265,9.4339,5.6461,3.3292,1.2523,7.4618,1.9744,8.7019,4.2256,22.769,2.3341,27.073
1.045,1.07,1.0403,-5.2552,-18.662,-20.618,272.87,72.94,-1.8145,11.394,1.6826,-0.86099,1.5162,27.028,14.35,12.612,5.958,3.7064,1.3632,5.7349,1.7753,17.985,8.4465,13.409,2.0445,24.989
1.045,1.07,1.0329,-4.2594,-15.027,-17.161,221.25,41.904,-2.9371,6.1934,2.4252,0.57169,0.7916,40.426,22.888,-0.22362,7.6778,3.3891,2.6645,2.9436,1.1426,9.7593,6.3649,14.46,4.2471,26.307
1.045,1.07,1.0618,-3.8184,-12.646,-13.829,198.91,46.273,-5.5861,10.209,1.1294,-0.078475,0.51807,16.123,6.7307,8.1608,5.2715,2.2412,2.084,4.3218,1.3703,6.3097,6.2886,6.5967,6.0376,13.686
1.045,1.07,1.0434,-4.259,-14.972,-15.947,221.35,56.478,-4.1801,4.3495,1.5978,-0.91971,0.71446,13.373,17.885,10.791,6.8998,3.6424,1.628,6.3319,2.3321,13.255,6.1455,12.165,5.5789,32.137
