V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,Q13,P14,Q14,LoadMargin
1.045,1.07,1.0475,-4.8822,-16.791,-18.755,253.78,69.582,-4.5912,11.839,0.63909,-1.8523,2.1568,28.361,8.4621,6.3843,6.3694,4.8253,2.146,7.475,1.5041,4.4742,3.7906,17.135,8.4963,52.66
1.045,1.07,1.0341,-4.204,-15.88,-18.047,218.9,20.676,-2.711,7.4412,1.6385,-1.1907,0.94296,47.574,19.659,4.4171,7.2262,3.8193,1.4206,6.7076,2.3676,17.013,7.0512,10.548,5.8628,32.511
1.045,1.07,1.045,-4.6437,-16.908,-19.417,241.45,44.07,-3.4663,5.904,1.0024,0.31482,1.9885,39.343,13.756,13.56,6.6057,3.5153,0.90837,5.3799,1.4859,15.289,1.3196,9.8356,3.2848,23.917
1.045,1.07,1.0403,-4.5215,-16.384,-18.691,235.11,41.799,-3.3542,7.4691,2.3333,-0.78923,-0.69539,38.963,16.502,9.2283,6.6112,5.2799,0.76177,4.9529,1.768,11.362,6.1643,13.388,5.228,48.293
1.045,1.07,1.0367,-4.4217,-15.964,-17.642,229.85,45.784,-2.3185,6.3256,1.4275,0.61092,0.32081,27.674,22.047,7.827,4.052,3.5185,1.4282,4.2914,1.983,16.378,6.2573,14.25,5.7408,47.348
1.045,1.07,1.042,-4.3869,-16.084,-18.123,228.48,33.319,-3.8658,10.637,1.6336,-1.0722,1.2767,35.882,15.456,5.9808,4.6923,3.4168,2.0195,7.5527,0.59679,10.978,4.8546,18.968,7.4384,44.901
1.045,1.07,1.0466,-4.1731,-14.554,-16.351,217.1,43.898,-3.9952,7.5374,1.027,0.75873,-0.17604,22.663,15.027,11.237,8.5386,3.7134,1.0112,3.3354,3.2052,6.9187,3.8907,15.967,4.1058,47.892
1.045,1.07,1.0346,-4.4569,-15.509,-17.778,231.4,51.655,-2.7718,6.882,2.5481,-1.2955,0.19719,36.018,21.819,8.2853,6.4675,2.9956,2.1679,2.3215,1.2267,7.323,5.3731,14.322,5.0883,48.843
1.045,1.07,1.0484,-4.1432,-15.309,-16.832,216.01,27.59,-2.1641,10.463,1.3493,-0.75714,-0.8559,31.664,13.308,9.413,4.7827,2.9447,1.1905,5.679,1.5173,22.357,6.5683,5.1649,6.6212,32.016
1.045,1.07,1.0384,-4.3443,-16.265,-18.121,226.1,33.642,-5.3819,4.6856,1.7959,-0.69103,-0.020445,33.41,22.497,8.7289,5.3446,4.9119,1.6325,6.4529,1.9619,17.201,3.4338,14.987,3.4441,57.27
1.045,1.07,1.0399,-4.1311,-15.863,-17.838,215.3,15.637,-2.4252,6.7278,0.86872,0.72793,0.49352,37.259,17.384,6.4446,3.9781,5.2429,2.2799,6.5899,1.1673,16.436,8.2067,18.386,5.8847,51.784
1.045,1.07,1.0354,-4.6846,-17.051,-19.109,243.68,44.634,-3.5777,10.712,1.6039,1.2605,0.6171,33.46,19.932,5.701,4.493,3.3727,1.5666,4.671,1.5569,16.103,5.5293,18.686,6.4721,35.405
1.045,1.07,1.0361,-4.8032,-17.346,-19.344,249.55,55.532,-2.5412,7.597,1.9473,-1.3056,-2.4817,32.251,19.662,8.373,7.0559,5.1517,1.6585,8.9699,0.92033,8.1156,8.0883,19.36,4.1578,51.487
1.045,1.07,1.0443,-4.4565,-16.78,-18.781,232.25,28.852,-4.0507,10.279,2.2404,-1.4317,-1.3451,34.451,15.473,10.622,5.0575,5.6922,2.2614,8.7843,0.9395,13.627,3.9295,18.031,5.4894,52.07
1.045,1.07,1.0412,-4.08,-15.27,-17.092,212.67,22.041,-4.5794,8.2461,1.4623,-2.0805,-1.008,35.498,18.639,9.4447,4.0212,2.9788,1.8291,3.9575,2.6768,19.68,8.9203,11.528,5.3418,27.754
1.045,1.07,1.0635,-3.9132,-13.926,-15.461,203.9,32.565,-2.5401,6.7664,1.7763,0.10198,0.61318,24.937,2.5647,6.7032,7.7712,4.5254,1.8228,6.0363,1.1372,12.455,4.9563,10.195,3.5059,44.464
1.045,1.07,1.0411,-4.6896,-16.971,-19.395,243.84,45.514,-3.9772,8.6656,2.4554,0.11489,0.25527,39.626,11.188,11.354,8.067,3.8291,1.6407,6.0381,2.3122,12.015,8.9257,12.005,5.4778,55.853
1.045,1.07,1.0508,-4.2108,-14.846,-15.803,219.17,50.294,-4.0619,7.6009,1.2765,1.2518,-0.082019,16.607,15.418,6.4016,3.6403,3.6165,1.7692,11.506,1.35,8.901,8.878,11.608,4.5703,35.312
1.045,1.07,1.04,-5.0734,-17.731,-19.515,263.73,71.698,-5.9343,13.187,1.063,-0.37835,-1.2959,22.493,17.939,11.436,5.1605,2.0575,1.927,4.8196,1.3393,15.4,6.4306,15.593,4.8956,27.894
1.045,1.07,1.0416,-4.5842,-16.808,-18.522,238.38,47.172,-1.9862,6.3535,1.1512,-0.74228,1.0194,26.482,13.75,7.2863,6.2265,2.3615,1.7846,8.1418,1.3805,15.315,6.4114,21.357,6.2034,49.856
1.045,1.07,1.0381,-4.7581,-16.713,-19.092,247.23,55.82,-2.5259,10.029,0.96993,-0.13191,-0.48259,41.285,17.818,5.2887,7.8546,3.4384,1.8035,4.7684,2.403,10.781,6.5837,11.121,2.7384,18.971
1.045,1.07,1.0514,-4.6312,-16.832,-19.087,241.14,40.578,-2.705,11.513,2.472,0.91659,-1.1203,38.294,5.1735,3.1822,7.7946,3.3111,2.3985,5.0056,2.1671,18.82,3.3874,14.914,6.1074,38.863
1.045,1.07,1.0487,-4.4318,-15.939,-17.611,230.64,45.835,-3.9247,8.0446,1.4862,0.65618,1.7904,25.431,12.555,7.1423,4.0347,3.9413,0.5574,5.2555,1.5216,16.264,4.1576,14.934,6.6629,47.32
1.045,1.07,1.0314,-4.5895,-16.444,-18.728,238.63,46.222,-5.47,9.2034,1.1807,-0.81791,-0.059878,37.397,25.267,10.387,5.7677,4.0094,2.178,4.9153,2.0392,8.0458,8.2546,15.405,2.4695,30.789
1.045,1.07,1.0402,-4.4496,-16.102,-17.286,231.44,49.253,-3.2046,7.8166,2.2425,0.7947,0.12866,17.884,17.732,10.508,6.4861,2.9515,2.2885,9.5173,2.8067,13.758,5.9949,15.629,6.6136,31.682
1.045,1.07,1.0504,-3.9137,-13.458,-14.986,203.5,43.355,-5.5883,4.5156,3.1359,-0.25908,-1.1757,28.345,16.005,1.8331,6.1501,0.4638,2.3786,5.3091,1.6517,10.637,4.7502,9.7196,4.1416,53.098
1.045,1.07,1.0397,-4.7762,-17.303,-19.723,248.11,52.943,-4.1146,3.6804,0.56585,1.518,-0.98214,32.8,14.896,13.631,6.3914,3.9787,1.3557,5.2977,2.0944,11.837,4.8499,16.97,6.7172,36.303
1.045,1.07,1.0427,-4.5497,-16.118,-17.638,236.3,57.389,-1.3033,5.5391,2.5677,1.8387,-1.5877,27.691,17.29,3.4799,5.1516,5.5251,0.85465,9.457,1.3464,9.9506,7.0511,11.876,6.5278,70.149
1.045,1.07,1.0474,-4.2279,-14.987,-16.388,220.09,44.465,-4.3175,8.591,1.2422,0.64028,0.62608,19.23,17.774,11.037,5.304,4.017,1.9812,2.3491,1.7056,17.197,5.6918,10.898,1.8355,33.872
1.045,1.07,1.047,-4.5578,-16.537,-18.152,236.98,51.467,-3.0134,4.8342,1.3485,0.56252,-0.0058322,23.823,13.111,7.1156,3.8052,4.0962,2.101,7.8667,1.5714,14.945,6.1304,18.084,6.0199,25.908
1.045,1.07,1.0442,-4.0331,-14.406,-16.037,209.7,38.481,-2.6734,3.5125,1.4495,-0.84975,0.0031258,22.7,19.947,13.097,4.7562,5.1831,2.36,3.9949,1.8025,8.6485,5.2805,14.575,3.4558,42.185
1.045,1.07,1.0454,-4.0625,-14.2,-15.737,211.42,41.908,-4.793,7.6948,1.2913,-0.51712,0.14421,32.145,16.465,5.3281,6.1204,2.2613,2.6491,8.6668,1.5163,7.6863,7.3891,5.9574,5.9835,29.513
1.045,1.07,1.0236,-4.7951,-17.563,-20.158,248.9,47.898,-2.7687,5.4785,1.8442,-2.227,0.86133,51.034,26.296,5.4907,8.8107,3.9023,2.0475,5.8802,1.8659,14.167,4.6484,11.77,3.4172,63.049
1.045,1.07,1.0299,-4.4371,-16.097,-18.039,230.86,38.734,-4.297,10.248,1.5106,0.70677,-0.56349,34.493,24.318,10.731,9.3657,3.1029,1.9742,5.9245,1.1612,12.115,4.9889,11.9,5.5962,42.119
1.045,1.07,1.0384,-4.8064,-17.618,-19.979,249.65,50.88,-3.6328,3.9628,1.7832,0.43109,0.14083,38.169,17.322,8.128,4.8028,4.5201,0.94376,6.183,1.969,15.302,6.8459,16.228,4.1932,26.511
1.045,1.07,1.0415,-4.8189,-17.464,-19.431,250.4,57.462,-3.4723,5.2883,0.84546,-0.22831,-0.87341,33.848,12.304,9.2753,8.5933,4.4928,1.8434,7.9236,1.6504,16.008,8.7803,10.58,4.8418,51.001
1.045,1.07,1.0424,-4.3438,-15.899,-17.747,226.1,37.339,-3.7871,7.1145,0.9396,-0.047786,1.1446,29.046,18.227,11.099,6.97,2.0627,2.1617,5.5284,2.3869,16.818,3.5853,14.504,2.109,27.628
1.045,1.07,1.042,-4.836,-17.975,-20.885,251.44,40.831,-4.8815,5.574,1.9618,0.74654,-0.74127,47.272,14.641,8.4461,2.5397,4.1872,1.8801,7.704,2.0234,12.586,2.7777,18.151,6.3432,25.217
1.045,1.07,1.0228,-4.1833,-15.137,-16.45,217.48,38.735,-2.7815,7.9358,1.552,-0.69202,1.027,27.576,30.067,7.3361,7.8496,2.3886,1.2045,5.8519,1.3576,12.586,8.0021,14.037,7.6815,43.903
1.045,1.07,1.048,-4.0546,-14.341,-15.423,210.99,44.762,-4.2056,6.1065,2.0971,-1.3722,-1.1636,16.381,17.313,6.6375,5.3991,3.7658,1.7414,8.2806,1.8331,7.8766,6.4489,17.942,4.9282,20.058
1.045,1.07,1.0356,-4.5595,-16.872,-19.147,237.02,38.655,-3.325,5.4421,1.9193,1.2583,2.1529,36.79,18.476,8.7805,6.1207,2.1353,1.6557,7.9658,2.4692,12.607,5.1575,19.195,4.942,48.85
1.045,1.07,1.0415,-4.5966,-16.893,-19.384,239.11,39.339,-3.9554,7.3474,1.5207,-2.3025,1.5952,39.394,12.72,9.8272,3.3111,1.9138,2.3371,3.1869,1.9795,17.175,7.0087,18.502,6.723,38.786
1.045,1.07,1.0499,-4.4665,-16.53,-18.985,232.5,33.817,-4.01,6.1698,2.0352,-0.72069,-0.34151,37.301,7.0729,11.593,4.4473,4.2229,1.5171,6.6025,1.7508,11.884,2.9463,18.202,9.4984,43.926
1.045,1.07,1.0461,-4.3023,-16.157,-18.595,224.03,24.191,-2.9388,6.0013,1.6536,-0.28038,0.45569,37.635,9.1664,11.687,5.3843,3.9012,2.1413,3.6111,1.5037,15.781,8.0018,18.697,6.0008,47.363
1.045,1.07,1.0553,-4.1079,-14.624,-16.154,213.76,43.741,-5.2088,2.9592,1.1006,0.32881,-0.4755,21.939,9.4073,10.658,6.9287,1.5595,1.5327,5.9376,1.2509,15.293,5.2559,10.352,4.4051,35.614
1.045,1.07,1.0292,-5.2429,-19.098,-21.048,272.15,66.167,-2.2235,9.6593,2.5331,-1.3988,-1.4193,33.821,19.151,6.9372,6.901,3.1101,2.2238,7.3768,1.7293,19.959,8.1417,17.002,6.7808,36.253
1.045,1.07,1.0592,-3.7048,-13.027,-13.835,193.14,33.019,-3.0717,8.4342,1.8162,-0.17372,-1.2219,13.903,12.363,8.0042,5.8944,4.5137,1.9211,4.6687,1.3613,16.343,0.60325,5.9731,5.1922,45.157
1.045,1.07,1.0415,-4.1462,-15.098,-16.577,215.87,32.685,-1.4886,9.2015,2.1129,0.30724,-1.4656,26.419,21.088,8.9228,4.7681,1.4507,1.652,5.9767,1.5852,16.889,7.3775,12.585,3.7747,22.545
1.045,1.07,1.0319,-5.1766,-18.515,-20.373,268.62,72.09,-2.2461,7.8287,0.99844,0.087634,0.95174,28.973,21.455,6.9446,5.1718,4.1313,2.7877,8.0168,1.4727,14.775,4.3139,17.381,5.5613,34.899
1.045,1.07,1.047,-4.715,-16.859,-19.182,245.38,49.725,-6.4578,10.405,1.6917,-0.386,-0.55311,34.915,13.409,13.01,5.4868,2.0733,0.98764,5.06,1.5698,14.786,5.2826,11.087,3.5678,34.883
1.045,1.07,1.055,-4.0193,-14.283,-16.47,209.35,31.946,-6.7364,5.9822,1.9262,-0.34462,-1.8803,30.648,8.1285,8.5193,7.4528,1.9307,1.5738,3.5224,1.208,8.136,3.3628,18.587,6.1114,65.494
1.045,1.07,1.0296,-4.8046,-17.166,-18.716,249.58,61.891,-4.3151,8.3481,1.145,0.11898,0.58707,27.166,26.88,5.7687,3.8787,3.2459,2.2242,6.4361,2.0476,16.052,6.6055,14.81,5.3882,45.077
1.045,1.07,1.0357,-4.4255,-16.414,-17.952,230.17,41.484,-3.346,4.3999,0.81447,1.4002,-1.4575,28.521,23.532,11.684,5.5463,4.0462,1.6932,8.574,1.5501,17.58,6.8461,9.2913,4.7901,13.478
1.045,1.07,1.0424,-4.3654,-15.384,-17.169,226.98,50.024,-6.0113,5.9641,1.253,1.2038,1.0568,24.849,18.781,11.633,7.3986,2.934,1.4595,5.0564,1.3454,9.9789,7.0263,13.003,1.7996,33.242
1.045,1.07,1.0388,-3.9656,-14.477,-15.168,206.48,36.804,-4.0308,5.9415,0.97114,-0.14594,0.34384,13.321,23.199,9.1049,5.1737,4.8142,1.7465,8.0193,0.85031,13.298,9.027,14.852,6.2514,38.76
1.045,1.07,1.0414,-4.0599,-14.178,-15.678,211.26,41.007,-4.57,8.4696,1.4712,0.88004,0.0505,22.754,20.623,9.7202,7.0853,3.671,2.495,1.577,1.2293,12.106,5.6976,10.618,4.2688,45.512
1.045,1.07,1.0297,-4.6819,-17.411,-18.776,243.15,52.453,-1.6373,2.9646,1.31,0.18462,-0.02367,21.224,23.444,6.8801,7.9843,4.4933,1.8115,7.76,1.9044,18.039,6.2595,23.36,4.4686,19.065
1.045,1.07,1.0491,-4.3245,-15.049,-16.557,225.08,51.189,-5.4102,9.7867,1.5946,-0.24684,-0.56141,19.281,17.38,6.7855,2.4581,2.2013,1.5007,5.4876,2.122,9.2616,6.0131,19.12,4.0989,34.216
1.045,1.07,1.0405,-4.6851,-17.231,-19.046,243.5,51.741,-4.1271,3.5157,1.4145,-0.49851,-1.3186,23.821,18.038,9.2685,4.3794,4.2155,1.3575,6.1049,1.6221,15.69,6.8711,24.115,4.1749,31.176
1.045,1.07,1.0371,-4.9707,-17.813,-19.697,258.11,66.959,-5.4549,5.7908,1.7955,-1.4931,0.36034,32.183,19.645,8.8759,5.1646,4.2651,2.0891,7.3327,1.7846,16.548,5.7537,10.931,4.4559,63.64
1.045,1.07,1.0563,-4.3227,-15.501,-16.722,225.18,45.003,-2.6043,10.242,2.2545,-0.11343,-0.66094,18.025,4.0475,11.818,6.8466,2.5458,2.6028,7.0961,1.7825,18.878,6.6248,9.2013,7.5407,30.182
1.045,1.07,1.0331,-4.4272,-15.75,-17.779,230.24,43.934,-3.852,9.8398,1.1379,-0.86027,0.42614,31.059,24.079,9.348,3.7013,4.6806,1.8106,2.0612,2.0898,9.41,5.7971,17.822,6.9238,37.364
1.045,1.07,1.0475,-4.5162,-15.934,-17.426,234.7,59.151,-4.7578,5.0171,2.0303,0.18211,1.8374,23.375,12.625,9.2515,5.2056,3.0542,3.4914,9.156,1.6698,11.529,6.8883,10.638,4.8981,27.257
1.045,1.07,1.044,-4.3031,-15.686,-17.334,223.91,39.754,-3.7703,6.36,2.2691,-0.58905,-0.034946,26.292,13.703,10.53,5.7922,2.8723,1.6626,6.025,1.9673,15.55,6.5628,14.616,7.7703,54.767
1.045,1.07,1.0546,-3.9024,-13.571,-14.589,202.94,46.29,-4.3321,3.2112,2.6476,-0.014635,0.58463,16.582,12.057,9.6393,7.0304,1.3807,1.6395,6.6462,1.0746,14.319,6.676,5.285,3.3809,35.146
1.045,1.07,1.0326,-4.9639,-18.044,-20.725,257.73,54.359,-3.366,6.2598,1.4897,-1.8549,1.0976,44.336,18.109,12.265,6.1135,4.7311,1.8369,5.3163,1.4358,12.791,6.4378,12.879,5.5607,45.968
1.045,1.07,1.0385,-4.5192,-16.565,-18.299,235.12,43.304,-4.1118,8.2137,2.062,-1.3178,1.0104,29.477,20.714,12.347,2.3756,3.8101,2.5644,6.787,1.9564,16.536,3.2011,12.29,7.5456,32.447
1.045,1.07,1.0501,-4.5189,-15.543,-16.48,234.85,69.58,-3.7732,6.8635,1.3625,0.71528,-1.8998,10.318,12.115,6.5408,5.6644,4.4644,2.7357,5.7344,1.4661,13.922,7.9572,13.161,6.2948,48.546
1.045,1.07,1.0482,-4.3172,-14.961,-16.393,224.51,53.876,-3.6383,8.4173,2.0088,-0.41012,0.34421,21.396,14.406,10.862,8.2705,3.1934,0.97733,9.0709,1.6655,5.7182,2.9477,10.709,5.3639,35.428
1.045,1.07,1.0538,-4.3964,-15.704,-17.454,228.85,45.858,-2.0534,8.3198,0.92351,-0.62659,-2.3151,25.971,11.232,9.213,2.6682,1.7805,2.071,6.3729,1.9995,15.125,6.1149,14.005,4.8352,44.603
1.045,1.07,1.036,-4.4571,-16.136,-18.013,231.83,43.492,-3.8989,7.8619,1.0025,-0.57887,0.69946,30.325,20.618,6.6169,7.0863,2.494,1.6579,6.7363,0.67125,10.575,6.8221,20.904,4.278,23.806
1.045,1.07,1.0475,-4.7914,-16.811,-18.699,248.95,64.911,-4.9114,7.1312,2.1136,0.4294,-0.15437,31.535,12.697,6.3759,4.3107,3.1865,0.7851,9.043,1.4685,11.394,7.5593,9.8212,5.4421,39.261
1.045,1.07,1.0492,-4.4192,-15.685,-17.102,230.02,50.786,-4.7052,8.5092,1.064,1.8503,-1.174,18.881,13.919,6.3647,7.631,3.036,0.58961,5.5131,2.4403,15.736,5.2476,16.28,3.1427,40.455
1.045,1.07,1.0386,-5.4748,-18.899,-21.834,283.96,82.049,-5.8397,9.9719,1.2815,1.1374,-0.65685,41.713,13.005,7.6612,5.9009,3.4344,2.2944,5.1341,1.6433,7.223,7.0677,15.445,5.0293,31.29
1.045,1.07,1.0405,-4.7134,-16.392,-18.335,244.74,64.178,-3.7178,6.7805,1.7933,0.59526,-0.43359,25.034,16.678,8.0301,6.6601,2.393,2.079,5.0427,1.5707,8.5772,6.1722,19.289,4.9317,26.031
1.045,1.07,1.0473,-3.8923,-13.187,-13.661,202.43,53.721,-5.1143,6.8838,2.0204,-0.7006,1.7143,1.8955,18.458,9.2413,5.2181,2.1675,2.7065,4.341,1.0399,10.605,4.7769,14.652,6.812,57.353
1.045,1.07,1.0422,-4.3611,-15.711,-17.551,227.23,34.044,-3.1925,14.816,2.3075,1.2324,1.7315,29.723,16.597,7.176,4.0705,3.3597,2.0297,2.3922,2.0719,16.84,5.4742,14.959,6.1145,17.507
1.045,1.07,1.0545,-4.0402,-14.654,-16.35,210.6,30.781,-5.1656,7.5044,1.1339,-1.1763,0.61337,26.933,9.6056,6.6676,4.6069,2.5789,1.8602,4.8786,1.2913,14.675,6.7669,16.902,4.6459,37.333
1.045,1.07,1.0301,-4.5364,-16.35,-18.734,235.5,45.001,-1.9481,4.4436,2.0663,2.0109,-0.47699,33.789,23.92,10.919,3.2928,1.2041,1.849,5.0362,1.7482,8.1033,7.0344,20.981,7.3313,34.22
1.045,1.07,1.0375,-4.9765,-17.92,-19.674,258.5,64.895,-4.6083,6.8186,1.2536,1.2015,0.66689,25.659,18.758,6.4744,7.1143,2.8802,2.1227,9.6136,1.7501,13.761,6.345,20.133,2.2421,33.418
1.045,1.07,1.0429,-4.391,-15.574,-17.274,228.44,48.597,-5.2484,8.5529,1.9948,-2.5773,-0.20768,33.117,19.063,5.2955,5.2262,5.2416,1.074,4.2754,1.8665,14.755,5.7623,8.6829,4.5969,54.344
1.045,1.07,1.0177,-5.3563,-20.397,-22.523,277.97,56.579,-3.6529,5.6875,1.7388,1.1879,-1.1474,37.552,24.41,10.551,8.7471,2.1588,1.4852,10.109,1.4267,24.486,4.1791,18.403,9.2088,49.474
1.045,1.07,1.0397,-4.5017,-16.036,-17.992,234.02,50.749,-4.5516,6.2629,0.92556,-0.97953,-0.03611,31.331,15.726,7.5195,7.9266,2.9415,2.2357,5.3084,1.3994,11.469,4.6642,15.954,7.3258,39.428
1.045,1.07,1.0391,-4.707,-15.719,-16.966,244.12,80.033,-0.9595,8.3079,2.0212,-0.038954,1.1906,18.184,23.088,6.004,2.4421,2.9364,2.0247,4.6238,0.78685,10.589,6.0326,9.1373,5.0487,30.357
1.045,1.07,1.0391,-5.0692,-18.673,-21.506,263.43,50.052,-3.6491,7.9474,1.4474,-0.21153,-0.39911,44.582,13.546,8.1901,4.2808,4.0523,2.4398,6.4137,1.365,14.541,4.5814,20.056,5.9162,29.534
1.045,1.07,1.0348,-4.5413,-16.941,-19.715,236.09,32.526,-3.1796,4.1499,1.0043,0.90343,-0.11908,47.719,18.509,12.328,5.4152,2.3704,1.7099,8.2055,1.4994,10.779,6.8706,13.29,5.7921,53.001
1.045,1.07,1.0503,-4.0343,-14.344,-16.346,209.89,37.684,-6.0726,2.4554,0.90759,-0.55028,-0.77089,33.007,15.631,9.3118,4.3555,3.0294,1.0712,4.3792,2.5404,10.857,5.975,9.3852,3.4526,53.652
1.045,1.07,1.0297,-4.9693,-18.457,-21.619,258.27,39.42,-4.7234,9.1578,2.0994,1.3921,1.1549,52.356,17.805,9.0078,8.0361,2.414,1.0356,5.3914,1.1097,14.135,6.4787,17.916,4.4001,63.312
1.045,1.07,1.0458,-4.1345,-14.657,-16.08,214.98,46.037,-4.4124,4.2555,2.3298,-2.3677,-0.15354,19.111,15.864,10.319,5.5796,3.7117,2.2069,4.9952,1.6558,9.5737,5.3657,18.152,6.608,28.456
1.045,1.07,1.0469,-4.275,-15.006,-16.295,222.28,52.319,-4.3807,5.9265,2.3878,0.98213,-0.95146,16.726,16.068,12.271,4.7026,5.0289,2.4251,5.782,1.4574,10.845,4.5031,10.678,7.5517,51.017
1.045,1.07,1.0349,-4.6566,-16.417,-18.437,241.74,58.528,-2.9977,5.8458,1.8569,-0.26193,0.80074,32.893,19.228,7.7642,5.6396,3.9565,2.4267,4.1982,1.3559,11.535,6.2576,12.873,7.4631,34.124
1.045,1.07,1.0234,-4.882,-18.029,-20.109,253.44,52.854,-3.4946,5.2831,1.8385,-0.90465,1.4658,34.804,21.141,9.6101,10.776,3.7219,2.265,7.3913,1.0695,13.898,6.9007,20.067,7.1863,38.652
1.045,1.07,1.0221,-4.7133,-17.113,-18.819,244.82,50.949,-2.1952,9.0444,1.8838,1.471,-0.0135,29.011,30.257,4.5965,5.4706,1.6847,1.0819,5.933,1.9743,15.631,4.4658,20.949,7.535,49.449
1.045,1.07,1.0326,-5.3452,-18.908,-21.548,277.4,74.796,-7.2706,8.2967,0.70456,-0.99788,0.52054,40.591,18.33,7.0393,7.1377,4.5827,2.5317,4.0443,0.73819,13.354,3.1411,16.221,5.8514,34.639
1.045,1.07,1.042,-4.8192,-17.241,-19.562,250.48,54.563,-3.4297,9.1491,1.8799,-1.6273,0.41837,32.9,14.068,10.975,6.8068,4.4202,1.5894,4.3038,1.5424,11.633,3.9003,18.591,4.5528,26.079
1.045,1.07,1.0508,-4.4405,-15.803,-17.792,231.01,47.905,-4.2363,6.8834,1.493,-1.0586,0.33733,30.464,9.2177,2.9805,6.2999,1.0532,1.173,5.7729,1.3256,12.87,6.5005,20.756,4.4024,43.672
1.045,1.07,1.033,-5.1141,-18.454,-19.931,265.45,73.145,-4.6249,5.7536,1.4667,-0.50618,0.42761,19.883,20.412,9.2686,8.1097,3.7214,0.96811,8.6974,1.6477,16.692,5.2226,20.449,4.7866,36.961
1.045,1.07,1.0466,-4.4183,-15.433,-17.025,229.94,51.927,-5.0382,10.489,1.2956,0.41355,-0.43763,22.053,15.741,5.0655,7.2072,3.9742,1.7166,2.6797,2.3418,13.521,3.568,16.979,3.8599,38.056
1.045,1.07,1.0334,-4.8649,-17.387,-19.638,252.59,58.903,-3.6924,6.676,1.4271,0.4807,0.77307,39.19,17.736,10.699,6.3597,1.2763,2.4714,6.601,2.2045,15.827,5.758,7.0191,8.1146,29.451
1.045,1.07,1.0429,-4.5278,-16.198,-18.036,235.34,52.357,-5.8589,5.3998,3.0747,-0.83504,0.42354,28.636,14.432,8.6793,6.3265,4.3619,2.3396,7.9815,2.045,8.5704,7.5998,16.599,5.5732,48.407
1.045,1.07,1.0306,-4.8531,-18.551,-20.897,252.54,34.372,-2.5298,9.5177,0.56832,-0.87637,0.86081,39.335,20.786,3.86,6.8211,4.0911,1.8443,5.3265,1.405,21.085,4.7324,28.324,2.1382,30.953
1.045,1.07,1.0267,-4.505,-16.322,-18.215,234.13,43.972,-2.6188,8.1635,1.1518,0.28464,1.9146,33.979,21.618,8.2341,8.642,3.5154,1.7223,5.5198,1.4828,11.736,9.0302,14.982,8.2244,40.17
